token_id,speaker,time,vowel,word,duration,F1_mid,F2_mid,F3_mid,F1_avg_all,F2_avg_all,F3_avg_all,F1_avg_third_2,F2_avg_third_2,F3_avg_third_2,F1_avg_third_1,F2_avg_third_1,F3_avg_third_1,F1_avg_third_3,F2_avg_third_3,F3_avg_third_3,F1_05,F1_10,F1_15,F1_20,F1_25,F1_30,F1_35,F1_40,F1_45,F1_50,F1_55,F1_60,F1_65,F1_70,F1_75,F1_80,F1_85,F1_90,F1_95,F2_05,F2_10,F2_15,F2_20,F2_25,F2_30,F2_35,F2_40,F2_45,F2_50,F2_55,F2_60,F2_65,F2_70,F2_75,F2_80,F2_85,F2_90,F2_95,F3_05,F3_10,F3_15,F3_20,F3_25,F3_30,F3_35,F3_40,F3_45,F3_50,F3_55,F3_60,F3_65,F3_70,F3_75,F3_80,F3_85,F3_90,F3_95
BillyG_11,BillyG,29.08,eI,eight,220,383.1068714,2125.64778,2669.905929,404.0989407,2054.703028,2819.69309,389.8499555,2077.529574,2654.307486,528.775098,1844.992827,2615.933484,293.6717686,2241.586683,3188.838299,353.2965195,546.7018296,590.6527961,584.2801357,548.86596,536.7000439,511.9086057,456.6657971,400.3695161,383.1068714,354.2974479,322.7784034,312.1338027,335.0659064,325.4657927,281.8872491,295.9174358,280.1340875,247.9291943,1739.88204,1752.857012,1877.074306,1819.307426,1830.441925,1879.327817,1893.466736,1951.09962,2023.678041,2125.64778,2158.269068,2187.732668,2177.656243,2220.652103,2243.979694,2271.286231,2238.752018,2277.165344,2219.796593,2636.487587,2650.37352,2590.180631,2533.767512,2545.950856,2572.419411,2575.814253,2569.557767,2589.640158,2669.905929,2700.864258,2719.950023,2766.871701,2849.1159,3129.991539,3131.54981,3206.839527,3336.087937,3479.762774
BillyG_12,BillyG,31.51,eI,weigh,163.6503411,452.1133932,1941.470038,2581.162244,458.0327025,1914.713683,2693.974563,452.7863361,1926.010725,2662.146801,571.0044668,1636.371731,2686.202928,350.3073047,2181.758593,2733.573959,563.4026309,590.0857065,587.0699345,577.3840327,568.8646828,552.7070681,533.3340981,499.7424472,473.8527037,452.1133932,432.9978296,405.6853803,370.9896172,360.3891535,354.9960519,356.8410285,347.6337236,342.9234859,335.6349894,1581.041579,1592.996723,1612.066342,1647.834086,1666.054694,1725.383261,1778.147286,1797.542218,1876.494136,1941.470038,2004.209676,2009.255776,2081.181493,2185.821827,2241.970754,2330.590657,2180.487889,2179.708301,2070.168902,2819.825077,2876.536766,2654.717647,2605.06412,2614.916238,2588.79469,2532.243579,2549.525266,2559.594682,2581.162244,2686.159895,2882.052702,2826.654949,2784.680745,2739.296553,2687.40088,2745.282419,2713.849498,2722.400275
BillyG_13,BillyG,33.93,eI,sleighed,118.5241155,437.8941773,1990.19991,2618.032905,449.1468492,1950.800874,2637.677746,443.3307377,1994.993787,2623.300351,529.4655591,1739.192994,2633.823724,374.6442509,2118.215841,2655.909164,566.4794899,547.3562137,527.4171591,514.8212252,505.5858629,496.5441543,490.4216058,479.7127665,466.5303755,437.8941773,419.9717166,407.9878405,401.4371164,394.2321872,387.1776742,382.2927688,369.5005521,363.9300253,357.3008491,1625.778302,1643.091935,1701.696747,1766.224951,1814.763343,1910.530856,1941.956577,1941.939327,1994.998701,1990.19991,1991.412471,2050.441213,2054.960386,2083.828313,2068.621428,2082.39083,2122.758798,2151.369889,2160.884988,2611.7870590000002,2617.69794,2629.448235,2649.074536,2653.96808,2652.281516,2649.55994,2629.231669,2621.673331,2618.032905,2606.079348,2616.880018,2626.245617,2643.608791,2657.078039,2667.082099,2653.07166,2641.145305,2642.799777
BillyG_14,BillyG,36.08384553,E,let,80.86978264,632.9393169,1595.623117,2559.95155,611.1479832,1538.057312,2574.275243,628.7245106,1597.576275,2559.516925,593.1736709,1402.47594,2589.422078,611.5457682,1614.11972,2573.886725,574.1663677,577.6758959,584.312128,593.3632233,608.0006626,621.0272015,632.1000048,632.8718757,633.1225509,632.9393169,628.9876363,623.5128645,616.2086114,610.5136931,610.0143843,618.3516096,624.8273901,622.3003865,596.7369003,1264.331227,1332.909341,1395.84173,1454.680545,1504.625349,1567.725491,1632.285064,1636.848406,1623.6354,1595.623117,1570.319796,1559.624441,1566.475637,1591.231041,1620.272202,1653.675551,1638.976996,1613.232557,1586.716938,2583.993871,2574.860815,2588.567508,2604.958858,2595.290624,2589.129732,2584.747557,2578.185627,2569.819577,2559.95155,2549.727712,2540.718604,2533.168585,2530.5767,2540.163432,2570.253809,2583.843624,2594.042004,2605.042755
BillyG_15,BillyG,38.39,eI,wait,120,427.0582897,2064.809232,2636.053271,426.6822164,2046.273088,2637.475201,427.2599042,2061.28259,2602.018781,510.8051276,1913.151681,2526.753165,341.9816173,2164.384994,2783.653656,525.6450217,520.8032081,516.5125132,512.8177421,500.5856459,487.7968035,473.6870784,455.8525174,440.6853074,427.0582897,411.4095338,398.5061645,383.524141,356.308485,330.2594127,317.3675403,314.9960501,347.5197429,361.3187506,1760.219358,1883.200745,1926.584611,1974.693535,2033.59807,2057.142669,2055.901154,2044.114933,2054.440576,2064.809232,2063.385479,2066.813322,2086.307598,2129.327058,2151.622841,2151.87005,2156.130736,2182.74323,2193.040715,2583.436189,2553.827548,2509.859428,2502.200635,2502.860353,2496.320722,2495.319709,2520.173891,2586.691401,2636.053271,2647.246749,2654.748985,2668.233717,2690.883721,2715.937528,2751.156083,2789.526699,2848.221274,2866.687488
BillyG_16,BillyG,40.59,eI,aid,220,451.0785678,1991.612328,2590.778908,458.3232966,2003.149736,2701.236841,450.25813900000003,1999.011197,2617.768051,548.0204461,1785.378092,2704.866987,376.6913046,2225.05992,2781.075483,547.9235106,541.8177382,606.1671998,575.7614233,545.7600935,524.3763192,509.1503108,483.133834,470.2193811,451.0785678,427.3333185,414.7966016,395.6690018,380.4054892,380.7749309,379.4694241,380.6198048,377.2465539,369.9130251,1712.777096,1785.819938,1783.650161,1788.406129,1830.70665,1872.404244,1907.030841,1895.806957,1967.165911,1991.612328,2048.307201,2073.381848,2128.091805,2169.126138,2228.822973,2221.72883,2245.14561,2254.716497,2243.316913,2843.163921,2708.330781,2584.837314,2657.740011,2619.474305,2586.98177,2569.624773,2577.524131,2581.026254,2590.778908,2635.798327,2668.455028,2706.910297,2754.824768,2795.18261,2786.398572,2794.816007,2818.14092,2777.27282
BillyG_17,BillyG,42.95,i:,wheat,140,294.8167311,2238.186591,2947.139247,314.8850754,2207.525802,2884.466586,298.779638,2252.642988,2955.209527,341.4780843,2082.713279,2651.685696,304.3975038,2287.221138,3046.504534,367.9794891,354.7157724,345.69126670000003,331.6323528,323.3029154,315.8919727,308.9437877,304.3234054,297.0612504,294.8167311,292.6010503,295.5341437,299.9369,304.2809686,314.6060754,324.4809149,314.530782,289.0180828,282.4809612,2035.463883,2052.589316,2080.202131,2136.677783,2153.430007,2163.477311,2193.756379,2223.765376,2232.455168,2238.186591,2279.869015,2304.412177,2288.087797,2302.310763,2317.27665,2262.386905,2223.941501,2217.322721,2365.199334,2403.233862,2602.578179,2684.502574,2751.468797,2785.908283,2813.645417,2856.567602,2887.921742,2909.232449,2947.139247,3004.393114,3033.831447,3041.739126,3051.859999,3070.774088,3084.834749,3057.297668,3066.107584,2990.519133
BillyG_18,BillyG,45.12474273,eI,slay,65.25727487,436.603447,1852.209481,2656.612743,452.7441199,1828.560962,2664.009762,444.0062145,1836.223578,2661.574658,519.4746526,1630.399294,2689.504077,394.7514926,2019.060015,2640.950551,560.4742591,549.0763279,526.2794669,497.6621144,485.8331681,479.7057377,475.7317908,472.1958263,455.0287464,436.603447,429.971101,423.237962,415.4128663,407.833404,401.461678,396.4465758,395.4261222,391.4661362,381.7493302,1677.386182,1640.859773,1608.524907,1578.330315,1598.202217,1635.077215,1712.993159,1799.256141,1828.370368,1852.209481,1859.544847,1870.903878,1925.85392,1976.064978,2002.975277,2020.719852,2011.475483,2019.651125,2061.942352,2617.962023,2635.184293,2687.530717,2757.812144,2754.012088,2725.053198,2691.574667,2657.176917,2655.38977,2656.612743,2654.053933,2653.032469,2668.666082,2679.459435,2666.45407,2650.151046,2624.137894,2609.415333,2616.804422
BillyG_19,BillyG,47.09,E,pet,70,610.2885017,1661.959914,2493.628467,598.404419,1675.553913,2494.196056,612.5466959,1667.868637,2491.789304,596.9762336,1674.707519,2499.238384,585.6903276,1684.085582,2491.560482,563.1866107,604.6623431,605.9332033,607.4262697,609.5859545,615.0916477,624.4581199,622.8966144,616.1586983,610.2885017,605.0650751,604.3636796,604.4572925,606.2292565,602.8018244,594.868249,584.9046558,574.26439,563.2727421,1683.609802,1668.575217,1653.449645,1648.445926,1673.80777,1696.875753,1717.296974,1708.062398,1684.78034,1661.959914,1640.701651,1631.999787,1631.305741,1647.517092,1663.612242,1679.606686,1678.603077,1671.933451,1724.916788,2498.934841,2518.146843,2510.149069,2500.299792,2484.896006,2484.208142,2500.500189,2503.330247,2499.783574,2493.628467,2487.153256,2480.618934,2475.417032,2473.028017,2480.628044,2496.88524,2499.629114,2497.868548,2499.582557
BillyG_20,BillyG,49.07,eI,weighed,160,460.1484494,2041.816533,2609.950942,447.6174831,1971.046005,2661.159342,447.9051965,2026.862796,2642.922042,541.3967837,1728.977792,2581.544057,353.5504691,2157.297427,2759.011928,556.0190813,562.5335206,559.912341,542.7743658,521.1745222,506.816895,498.2747051,488.4688979,478.3289245,460.1484494,423.1684888,397.7773197,385.4401221,379.0712596,360.220995,352.1999414,346.2807314,348.5702554,336.3773272,1597.357012,1617.045484,1689.773243,1759.02841,1864.26622,1892.515221,1927.969261,1944.787367,2024.930791,2041.816533,2058.338884,2055.699617,2126.216563,2123.998556,2154.311363,2149.847983,2161.378602,2177.542301,2170.974361,2535.567302,2620.554946,2625.709461,2590.732205,2581.725066,2591.478854,2588.94588,2590.77138,2632.066734,2609.950942,2631.286983,2685.968672,2768.78833,2772.713802,2780.178753,2789.013129,2755.025479,2718.340381,2747.313351
BillyG_21,BillyG,51.19,eI,weight,110,456.4101455,2131.580641,2627.755877,447.1645286,2037.767624,2677.212538,452.308115,2110.973438,2630.045762,532.6486671,1786.455927,2600.914617,356.5368036,2215.873508,2800.677235,545.7672833,545.3426611,540.0347571,529.4919262,520.0322548,512.4807054,506.9252818,496.7035227,479.6888139,456.4101455,429.9179979,405.5773055,389.0711768,381.3865888,376.375308,361.4420513,353.6270502,343.3865924,333.3010434,1680.824875,1714.912441,1760.034012,1833.380406,1878.352492,1895.866206,1996.687531,2060.644492,2108.140541,2131.580641,2141.07292,2154.338394,2172.598789,2192.961457,2195.070819,2221.473514,2230.385903,2231.130458,2229.132848,2722.828773,2692.782047,2569.931731,2503.039999,2540.56033,2556.096124,2561.606795,2586.313172,2613.075135,2627.755877,2636.240324,2663.581123,2728.534967,2794.135035,2797.743184,2780.439468,2797.267359,2822.449576,2820.397645
BillyG_22,BillyG,53.38,E,wet,40,620.0390345,1562.951938,2382.248048,615.0591094,1599.646972,2441.086879,621.1939799,1588.546551,2414.851106,599.962971,1509.334816,2289.235796,624.0203772,1701.059549,2619.173734,575.9220988,588.0429279,600.163757,610.4767959,615.3664641,620.2561322,624.3547696,622.9161912,621.4776129,620.0390345,620.0124484,619.9858622,619.959276,619.6329607,619.2638271,618.8946934,622.4255728,627.2564565,632.0873403,1481.131849,1485.808833,1490.4858160000001,1502.276161,1535.406591,1568.537021,1596.143179,1585.079432,1574.015685,1562.951938,1582.837483,1602.723028,1622.608573,1628.354632,1632.080763,1635.806895,1686.008295,1751.701451,1817.394608,2263.310169,2270.439913,2277.569658,2288.270226,2309.683267,2331.096308,2351.129332,2361.502237,2371.875143,2382.248048,2431.86357,2481.479092,2531.094614,2563.726118,2593.931333,2624.136549,2635.195383,2639.872089,2644.548795
BillyG_23,BillyG,55.65,eI,slayed,140,389.7257405,2160.201557,2636.266536,414.3853591,2077.042991,2683.064873,396.5780443,2148.96438,2660.735456,514.8030454,1836.08086,2657.535233,331.7749876,2246.083733,2730.92393,586.5518478,543.922635,508.1987033,481.7796974,475.2602682,462.439924,444.5127965,423.9402677,412.1540979,389.7257405,378.9490375,370.1268309,359.2928109,355.5244096,348.1334745,345.2086159,330.3796077,333.6956679,296.4318417,1691.891559,1750.132211,1834.173119,1902.914725,1920.825282,1962.187099,2007.314951,2072.680626,2115.906336,2160.201557,2205.328117,2227.260483,2246.646426,2250.267346,2240.794554,2187.242706,2287.420331,2355.727096,2203.341921,2662.279677,2654.350035,2663.170848,2670.143938,2640.242993,2645.991796,2699.610436,2629.297397,2592.391702,2636.266536,2679.558209,2712.222139,2676.509111,2715.772886,2775.106188,2803.63893,2727.157041,2650.092509,2711.857737
BillyG_24,BillyG,57.76,i:,sea,140,334.1030471,2190.025708,2780.090321,343.4867336,2164.164826,2782.56516,358.6283386,2185.004367,2779.920867,388.7815044,1983.099321,2670.553138,283.0503578,2324.390789,2897.221475,383.0360061,402.6132512,386.9903405,390.3716965,391.6434283,388.5230293,382.4703326,369.268806,359.4588353,334.1030471,350.9582022,361.5985271,351.8093204,302.9130953,259.8020208,275.6093187,278.2524183,251.5384809,291.2983678,1857.57533,1876.631954,2016.489613,2032.707353,2062.301052,2075.075215,2085.502691,2104.440515,2164.237695,2190.025708,2219.927312,2251.208299,2281.446693,2342.273758,2359.747713,2338.063786,2335.242665,2321.915491,2296.952628,2617.75248,2581.695543,2673.381663,2684.21341,2717.604867,2745.236446,2725.290817,2725.44993,2742.864951,2780.090321,2803.572959,2835.409438,2851.157695,2880.326587,2904.736874,2852.810106,2857.142857,2881.030625,2970.858752
BillyG_25,BillyG,59.95,eI,fray,60,541.0537824,1902.113289,2598.637962,523.1079834,1831.599243,2619.681666,537.6844418,1889.042159,2597.763712,562.7676034,1618.385125,2572.580678,468.871905,1987.370446,2688.700608,552.9912386,562.1551378,568.7432681,569.0759594,568.3542895,563.6260465,558.8279473,553.5408543,548.1772458,541.0537824,533.9303191,520.3273811,506.4427269,497.6351035,489.5527702,476.2111523,461.4855122,452.0404297,444.7696945,1524.200501,1550.30639,1584.900766,1640.110039,1693.701785,1741.146926,1784.259593,1797.044936,1813.010186,1902.113289,1991.216392,1975.446601,1955.117119,1957.627332,1963.400359,1988.676103,2019.084142,2013.719197,1993.624199,2510.493962,2560.020689,2599.143588,2613.000049,2619.295336,2596.858158,2577.485983,2579.568829,2582.247812,2598.637962,2615.028112,2615.373594,2615.021481,2616.017063,2617.205173,2662.520207,2719.44759,2741.51702,2749.233177
BillyG_26,BillyG,61.98,E,head,70,600.5995719,1738.734167,2510.161299,584.4391778,1745.164353,2534.534351,598.7566691,1748.484752,2525.640319,613.5582299,1694.930854,2501.461615,541.0026345,1792.077454,2576.501118,607.0405435,608.2640478,614.682528,619.3793671,618.9112832,616.276625,611.1420734,607.5098266,604.5891979,600.5995719,596.1362776,588.7947444,582.0600573,576.6064895,566.4064782,552.0928825,536.208187,519.7997916,508.4513121,1664.63538,1683.501308,1698.386654,1710.763438,1715.614542,1716.036297,1711.347265,1715.45791,1723.736823,1738.734167,1756.291951,1788.468302,1807.236794,1797.699807,1791.638185,1788.588547,1792.010372,1797.58935,1789.001794,2513.812997,2495.27571,2488.396598,2485.886251,2496.482194,2510.557174,2528.646426,2526.469446,2514.692672,2510.161299,2509.720945,2536.127006,2556.367719,2563.592694,2567.936313,2569.782754,2576.375537,2584.550434,2590.486425
BillyG_27,BillyG,64.12,eI,slate,80,453.0416721,2060.52694,2675.974356,455.5307034,1974.343996,2693.963794,448.6977581,2032.058525,2681.799768,557.4159927,1781.513127,2710.859317,360.4783592,2109.460335,2689.232297,610.4230701,587.4131408,564.2773029,540.9019298,516.8951187,501.3843694,489.7098093,477.8556482,465.6034516,453.0416721,436.7992589,418.4563558,397.4128225,381.62231,369.2862117,362.898875,352.0464663,343.5029498,351.4141817,1767.563012,1722.146885,1707.403138,1731.658134,1851.674636,1914.757081,1951.696106,1986.785011,2023.156999,2060.52694,2061.174273,2064.757593,2072.115754,2086.423854,2100.247757,2110.822163,2118.346414,2122.959985,2119.366385,2670.141471,2717.321841,2736.460674,2742.854237,2730.425361,2713.898941,2696.792207,2688.660907,2681.816985,2675.974356,2678.640055,2677.804706,2672.468009,2679.375733,2689.961704,2704.79157,2698.104449,2686.166106,2682.552566
BillyG_28,BillyG,66.33,i:,tree,120,328.2706265,2299.024909,2731.482399,360.3439645,2150.717329,2688.717515,344.0803097,2232.967922,2777.188419,386.5707989,2018.661095,2585.724077,350.3807848,2200.522969,2703.240051,398.00522110000003,392.8523171,391.2439059,382.5265351,372.6696383,374.2773512,378.3416313,375.3145007,358.0945821,328.2706265,311.9871279,323.368386,338.0748255,338.999578,337.5045549,340.406769,348.6945645,363.5477228,363.6606382,1918.482656,1923.170524,1970.200117,2019.292101,2115.771903,2192.226574,2217.442484,2229.946789,2252.009889,2299.024909,2285.674897,2195.461935,2126.363804,2100.844618,2151.823207,2262.454837,2382.989647,2367.266749,2039.048465,2511.578324,2547.028947,2589.725752,2602.676965,2634.480362,2661.298203,2680.992609,2718.060638,2730.031551,2731.482399,2797.030773,2885.264149,2897.459782,2861.072491,2810.932894,2704.968094,2627.059627,2549.713831,2668.173146
BillyG_29,BillyG,68.35,i:,wheat,120,319.74001,2241.739061,2932.804338,321.6094332,2225.988,2870.90923,320.3801472,2252.820633,2909.621506,367.4589072,2060.152542,2668.372801,276.9892452,2364.990825,3034.733384,395.1839471,386.2936999,377.7153874,364.8398313,342.9536902,329.1603775,317.4312055,315.8919662,314.1822181,319.74001,325.3065166,325.13641,325.2213461,307.8489552,287.6029762,272.5752112,264.6768881,273.6450948,258.9734724,1969.560092,2038.394081,2072.715884,2112.126074,2127.616641,2134.711308,2161.42051,2189.20719,2217.952537,2241.739061,2279.302346,2328.071964,2351.915958,2377.850465,2400.888972,2375.50164,2370.458449,2361.345228,2323.713545,2615.069637,2658.068703,2674.773857,2699.957618,2704.647138,2707.631544,2766.785694,2835.445654,2886.91988,2932.804338,2965.896062,2975.269752,2991.317704,3036.432386,3060.58074,3058.815999,3068.527716,3076.251403,2978.379304
BillyG_30,BillyG,70.49,eI,ate,150,503.1495941,1924.246298,2637.313144,468.0268946,1976.890803,2724.496336,501.8130845,1929.23191,2654.790493,540.2729419,1832.454486,2715.761026,361.9946576,2168.986012,2802.937488,437.4197972,537.0682873,587.6895375,587.0618766,580.5271824,565.7893905,549.9929853,535.6472614,519.400923,503.1495941,488.9442232,469.845068,442.6567179,414.2189297,389.4480856,377.8835374,361.047054,338.4865877,305.7015378,1681.648754,1847.60695,2017.27561,1947.577246,1822.851539,1839.978661,1816.404055,1836.301697,1884.49233,1924.246298,1975.332565,2016.558698,2055.058765,2089.895914,2163.488047,2193.828269,2211.147974,2196.375518,2181.933737,2609.357846,2811.990711,2758.442781,2607.978105,2727.33673,2649.186677,2636.43304,2634.760497,2641.406064,2637.313144,2657.551121,2680.97917,2698.739296,2703.885194,2753.536841,2795.405385,2816.472754,2826.391511,2892.446646
BillyG_31,BillyG,72.71413777,E,let,73.39442458,644.7011698,1608.973639,2610.935463,641.8996922,1498.602021,2639.4437589999998,645.6505232,1578.949269,2612.801027,616.8346847,1247.272016,2741.067945,663.2138687,1669.584779,2564.462306,575.3278445,608.4604186,623.0868474,628.3516542,641.0947066,649.2213556,643.1836632,639.8773176,638.7637217,644.7011698,650.8575796,651.2191029,652.011852,653.3417476,659.7837348,667.9520502,674.9027458,674.087193,657.9192451,1151.436077,1160.554854,1204.790191,1266.789787,1325.659065,1390.424687,1472.530525,1533.272988,1576.864744,1608.973639,1631.565829,1611.044688,1603.677232,1612.694356,1627.724405,1645.644358,1683.275837,1710.975093,1719.040235,2887.437439,2765.757827,2708.823693,2684.642069,2664.969112,2649.928325,2647.694758,2639.585987,2626.760549,2610.935463,2595.915237,2588.512045,2579.565901,2568.697816,2563.380803,2559.607043,2546.359489,2549.323459,2584.334525
BillyG_32,BillyG,74.83986663,E,fed,100.1333696,611.2198587,1748.615231,2464.268364,572.71152,1759.91385,2469.057901,610.1379769,1803.945197,2468.892778,550.0294902,1650.934917,2401.678894,557.967093,1824.861437,2536.602031,509.6709169,539.1232322,554.5022646,563.1026002,572.6085692,591.5647386,604.9321765,612.1114885,613.6614588,611.2198587,608.9799683,609.3234746,608.703307,606.8281307,606.2566387,565.6316942,545.0571014,528.4339153,513.7956166,1567.304318,1640.421718,1673.469897,1664.395777,1682.722441,1720.705618,1728.64631,1726.260372,1729.271562,1748.615231,1801.039795,1919.477461,1983.45196,1958.541519,1893.870258,1834.647378,1797.056861,1764.382186,1731.677787,2439.304705,2406.262699,2376.595293,2369.363337,2381.129402,2414.1425,2427.627706,2440.377305,2456.466411,2464.268364,2487.299948,2500.098859,2503.115574,2497.238869,2484.154854,2518.890018,2558.157266,2576.790193,2571.708029
BillyG_33,BillyG,76.84753566,i:,need,172.4643415,334.711122,2335.632503,2828.859058,309.452781,2273.989357,2796.599157,319.4052565,2320.013892,2838.898736,349.1010897,2159.837371,2726.081147,259.8519968,2342.116809,2824.817587,338.3706932,356.7904066,362.0488802,359.4517564,349.7326789,349.2071082,334.595507,334.64157,334.6720732,334.711122,317.6505145,299.9114554,275.1017728,274.9001685,262.6129636,266.5277222,258.1505892,256.5034915,246.6356398,2090.605103,2144.33042,2174.896371,2201.742627,2209.585324,2224.860571,2271.848509,2286.477932,2302.494783,2335.632503,2348.353373,2346.358257,2338.087226,2321.403939,2322.711923,2303.432685,2284.316146,2372.49391,2509.448926,2668.268311,2698.928198,2729.305272,2738.852423,2745.440007,2763.768159,2794.108059,2814.065753,2797.119555,2828.859058,2891.271352,2884.009393,2856.910004,2850.15489,2838.658816,2836.108922,2783.0337720000002,2761.016711,2872.01733
BillyG_34,BillyG,78.91,eI,eight,160,482.06822089999997,1930.132972,2542.193436,456.906768,1984.745589,2625.532845,482.3639941,1931.046483,2592.835937,546.1971433,1883.258613,2604.373912,342.1591665,2139.931672,2679.388688,488.7813984,593.5377114,537.3232987,549.0365427,565.0834052,581.2969834,563.7213575,537.1943868,509.0818914,482.06822089999997,458.1805973,422.1037654,404.3252323,381.9081303,362.8097567,337.2495165,316.1433316,307.5276755,328.5474988,1717.089358,1702.452652,1725.141,1901.206599,1780.809381,1843.790407,1849.756814,1912.769326,1950.794831,1930.132972,1937.124341,1946.989651,1989.952665,2050.176824,2094.523886,2127.576011,2161.487749,2194.08569,2208.898742,2510.968006,2534.362633,2690.340887,2634.351195,2606.34466,2543.890442,2624.346309,2650.284772,2611.488873,2542.193436,2545.106921,2588.816456,2596.992117,2592.282365,2626.121287,2659.942414,2615.753032,2696.332175,2845.917382
BillyG_35,BillyG,81.06,i:,heat,110,331.8862012,2208.366416,2788.877776,329.6361297,2222.927091,2811.447436,329.6272216,2210.418582,2790.677283,343.2172871,2160.531767,2755.434657,316.0638803,2297.830925,2888.230367,344.5439849,342.9255794,345.38943,343.8450537,342.1630798,338.7391317,338.3815066,336.1950245,334.4560337,331.8862012,327.7763737,321.9883778,315.5746481,316.1935937,316.4037956,316.9017611,317.4286673,315.6422046,314.4536639,2154.040854,2156.26628,2160.075611,2153.149903,2152.034248,2181.915673,2183.839696,2188.887651,2198.010438,2208.366416,2217.372504,2229.486252,2249.709436,2253.918244,2277.842492,2327.832752,2316.081706,2297.182925,2303.433726,2791.096742,2746.674565,2717.510195,2733.308474,2746.346016,2768.985232,2776.102481,2785.034956,2791.285062,2788.877776,2784.353876,2792.36577,2820.025284,2850.828431,2865.925439,2906.011523,2912.70022,2902.668366,2895.256496
BillyG_36,BillyG,83,E,head,80,567.3584855,1746.376551,2639.236696,576.2390774,1750.979901,2628.045703,570.33521,1751.214823,2633.220481,643.1003441,1714.381404,2616.200814,515.2816781,1787.343476,2634.715814,653.0560124,646.056352,649.5612696,650.5522346,636.7289414,620.7940062,603.5158177,583.5537172,572.1340457,567.3584855,562.2575728,556.58055,550.1628143,542.6253186,530.4052115,508.2352839,506.8731912,509.622317,500.1309613,1674.27783,1703.653303,1729.037449,1744.338075,1732.151367,1727.739851,1728.058929,1736.752915,1742.65174,1746.376551,1761.074273,1769.880277,1771.111214,1772.06087,1777.810247,1794.207413,1796.022836,1793.241353,1791.602468,2587.389828,2615.149192,2627.795414,2633.655401,2629.619628,2626.267738,2623.775499,2625.124822,2630.582907,2639.236696,2641.153432,2639.019702,2631.678231,2635.94959,2642.312299,2649.626231,2640.291968,2627.213852,2621.959772
BillyG_37,BillyG,84.85,i:,sea,120,320.7654584,2108.012743,2695.220776,336.8755315,2094.25895,2694.283928,322.3729318,2114.704546,2688.982083,367.5751235,1920.990866,2633.984254,320.6785391,2247.081438,2759.885448,382.6399856,375.9100227,370.1700331,364.6224969,357.4299045,353.1076178,346.7376169,334.6875909,327.5588678,320.7654584,313.1916719,310.2311355,304.4167444,300.4371466,309.6030761,318.8311972,321.719747,332.9908197,338.2876071,1856.271095,1879.936446,1902.890773,1930.630096,1970.884375,1998.848376,2030.771478,2051.826058,2069.159027,2108.012743,2150.43141,2179.433404,2217.639388,2253.234699,2250.391625,2262.243548,2312.576094,2288.310682,2173.417007,2607.978156,2627.290939,2626.817287,2625.794047,2654.349998,2662.066402,2655.69017,2655.179152,2668.137779,2695.220776,2712.585165,2713.299906,2725.499658,2748.761791,2763.192418,2773.126373,2765.921325,2764.078284,2760.501205
BillyG_38,BillyG,86.8162529,eI,freight,78.52901396,411.9968408,2013.159267,2504.421605,414.4530107,1940.3307,2518.581848,417.0737551,1979.249672,2528.008659,493.687121,1755.359783,2425.401178,332.5981561,2086.382645,2602.335709,521.2939767,505.9650391,495.7215632,485.0311214,473.1936069,466.0703973,459.8753066,451.7310756,434.8704592,411.9968408,397.6268026,385.6991942,377.3121069,361.2804228,344.1271495,329.0333869,321.1082325,317.5528139,318.9412478,1713.151651,1728.374785,1734.580635,1753.077613,1793.434974,1825.401448,1858.818072,1909.503574,1961.03845,2013.159267,2026.095074,2036.111555,2041.896213,2052.15153,2063.094211,2072.940958,2088.809485,2107.862623,2119.745243,2375.910782,2387.639018,2404.635664,2429.505308,2467.560038,2500.631752,2525.238718,2518.61456,2511.639216,2504.421605,2528.138506,2548.208668,2562.992553,2597.054585,2622.048844,2600.801846,2591.819026,2590.685908,2606.720971
BillyG_39,BillyG,88.82,eI,aid,210,485.9645481,1956.975869,2652.252745,475.3473062,2047.678653,2690.585052,491.1156351,1983.320929,2656.120732,556.2584715,1968.984259,2690.102848,378.667812,2190.730772,2725.531576,570.0436373,534.0866104,561.4607403,551.0467314,575.2663764,565.3021389,542.5347054,526.1244069,507.8406482,485.9645481,471.6195642,465.2677819,441.147892,413.257891,391.5943345,382.2221392,373.4400937,358.1527005,354.8732668,2218.522213,1877.579265,1869.272464,1853.175374,1979.121478,1848.264889,1955.570779,1954.216844,1961.769833,1956.975869,1968.708181,2029.348885,2056.003932,2111.228598,2154.685241,2190.792545,2253.809193,2245.285729,2199.44155,2528.882163,2991.105845,2771.693583,2637.609031,2640.321653,2632.612786,2697.41804,2662.608956,2661.986954,2652.252745,2626.824407,2648.822998,2644.005273,2656.13596,2686.918934,2725.60102,2745.726661,2768.179123,2767.524231
