token_id,speaker,time,vowel,word,duration,F1_mid,F2_mid,F3_mid,F1_avg_all,F2_avg_all,F3_avg_all,F1_avg_third_2,F2_avg_third_2,F3_avg_third_2,F1_avg_third_1,F2_avg_third_1,F3_avg_third_1,F1_avg_third_3,F2_avg_third_3,F3_avg_third_3,F1_05,F1_10,F1_15,F1_20,F1_25,F1_30,F1_35,F1_40,F1_45,F1_50,F1_55,F1_60,F1_65,F1_70,F1_75,F1_80,F1_85,F1_90,F1_95,F2_05,F2_10,F2_15,F2_20,F2_25,F2_30,F2_35,F2_40,F2_45,F2_50,F2_55,F2_60,F2_65,F2_70,F2_75,F2_80,F2_85,F2_90,F2_95,F3_05,F3_10,F3_15,F3_20,F3_25,F3_30,F3_35,F3_40,F3_45,F3_50,F3_55,F3_60,F3_65,F3_70,F3_75,F3_80,F3_85,F3_90,F3_95
BillyG_40,BillyG,91.06,eI,wade,180,445.4426535,2038.34001,2616.414367,453.2557061,2019.566074,2659.509342,448.567489,2057.66914,2627.103024,541.3605711,1823.996388,2643.531565,369.8390582,2177.032694,2707.893436,557.8096528,563.9062205,553.1497982,542.1984861,531.68067370000006,511.9398959,498.8499881,486.8050501,470.1782652,445.4426535,428.1965856,412.8076293,396.9643987,385.6944109,383.909103,376.5151592,371.8357255,366.5110712,347.8022584,1674.3951730000001,1762.399382,1871.040897,1936.01715,1916.090869,1961.364367,1974.172412,1998.685607,2035.167219,2038.34001,2096.167468,2129.203463,2124.050219,2173.255639,2176.5891,2169.470252,2175.997063,2203.141742,2147.458308,2617.145037,2762.007826,2748.916036,2669.904536,2607.887709,2625.334839,2602.569378,2568.028265,2606.65346,2616.414367,2632.668276,2673.275334,2697.093002,2723.205738,2696.385323,2676.931477,2685.405744,2702.286787,2723.841886
BillyG_41,BillyG,93.17,eI,slayed,110,409.516333,1964.801198,2632.539176,431.4589422,1892.291521,2635.18647,414.7986551,1944.257087,2634.489057,507.8797076,1690.549039,2598.238557,371.698464,2042.068436,2672.831796,538.5137575,528.6643509,512.093732,499.7385839,486.3121484,474.8175284,457.1769119,437.7419436,417.9859702,409.516333,404.7830378,394.2132168,384.8967292,375.637048,375.0936188,368.9506737,368.0034908,369.5025364,370.5944898,1575.772234,1619.551413,1681.756894,1734.363159,1750.946029,1823.869639,1856.859071,1887.056269,1930.458681,1964.801198,1982.462488,1989.268165,1989.809656,2004.003579,2049.644794,2056.596208,2050.994808,2048.264269,2047.349098,2575.019693,2596.712263,2616.906015,2612.426022,2604.59031,2592.599481,2616.257194,2625.448527,2624.155235,2632.539176,2646.571231,2650.119126,2644.483165,2654.224457,2672.588609,2673.973965,2674.141372,2679.653121,2683.276185
BillyG_42,BillyG,95.3,eI,sleighed,110,474.1065913,1945.996015,2587.956695,478.7690111,1918.064579,2626.816028,475.8817436,1947.285556,2603.160205,563.0963442,1695.871118,2576.861842,397.3289456,2111.037062,2700.426038,590.8774782,577.6539013,565.3346081,554.9884141,544.0151306,533.0694673,519.1448362,506.4722374,489.2075142,474.1065913,460.5661181,446.4329516,435.9832651,425.3770152,410.075158,400.5299773,393.6328961,382.0944036,376.2509968,1758.751969,1667.275831,1634.496292,1651.60305,1663.856901,1708.487452,1835.924671,1912.788118,1946.113245,1945.996015,1949.419073,1988.075615,2050.476804,2096.482368,2124.855175,2123.342208,2107.238466,2105.411313,2116.305754,2536.921644,2558.200806,2587.23648,2620.185619,2606.072998,2579.447966,2588.381193,2588.618453,2588.715373,2587.956695,2591.60248,2617.32478,2670.927583,2686.266873,2702.338665,2696.640953,2688.0297,2710.278652,2722.582792
BillyG_43,BillyG,97.26,E,shed,120,571.0529121,1796.997771,2556.657728,577.6838217,1889.98132,2583.467382,562.4725686,1838.247697,2533.600017,638.70812,2050.030682,2662.117681,531.8707765,1781.665579,2554.684448,659.00654,461.6978518,484.2334183,503.2185795,516.6756548,523.6914626,533.0059747,542.6595696,555.1516213,571.0529121,576.683474,577.1718986,577.6772933,571.6105531,561.7970725,531.1762708,525.0312395,513.5047946,505.5471284,2308.963579,2008.93061,1910.168194,1896.368507,1883.522089,1878.410402,1874.267776,1845.438105,1807.548977,1796.997771,1805.352026,1853.296576,1899.559332,1862.624081,1826.755389,1788.114053,1764.677239,1750.736331,1725.083181,2903.29848,2600.027156,2531.833815,2495.841442,2502.47918,2514.403145,2515.541282,2537.797366,2581.203828,2556.657728,2508.544868,2510.214436,2521.329674,2534.051513,2535.757054,2539.858065,2548.130262,2554.719669,2575.616925
BillyG_44,BillyG,99.22,eI,weigh,140,465.8178305,2054.924113,2734.241692,447.8602039,1955.432368,2749.383816,451.8265658,2025.141337,2741.081644,554.7602274,1834.697058,2694.351888,336.9938184,2006.458709,2812.717918,574.85425,576.0200304,563.492648,556.9720683,538.4642273,519.8083588,497.417717,484.2358369,473.6880122,465.8178305,453.9301329,406.7818124,377.5698512,357.1484553,354.3424378,329.2789841,315.81913,309.7144413,338.1509293,1695.087462,1749.027,1894.224025,1942.576453,1894.695526,1894.333527,1919.041863,1964.791387,2030.660947,2054.924113,2100.082853,2048.852128,2046.129197,2041.448549,2011.978241,1977.569847,1983.170642,2011.378477,1971.19665,2707.10179,2654.991219,2607.602838,2655.288358,2757.219402,2768.621405,2735.506482,2725.896784,2705.482895,2734.241692,2756.723394,2748.365784,2794.403162,2830.161333,2839.917702,2842.509743,2820.951962,2753.139085,2803.095227
BillyG_45,BillyG,101.27,eI,weighed,180,434.8404722,2245.243913,2766.363702,429.6697175,2065.730485,2763.361155,427.9475238,2165.013571,2777.687972,535.0086688,1926.679963,2725.061598,326.0529599,2105.497922,2787.333894,565.3961923,560.497129,545.3827362,526.3521098,511.4586123,500.3454464,484.8797224,465.9798978,448.6418062,434.8404722,414.2419618,387.6609681,358.2610072,351.4899537,352.4814693,339.1658803,322.8233338,304.0104205,292.5593867,1718.26213,1837.954968,2013.044858,2038.53132,2014.860763,2065.814854,2124.986372,2161.474499,2186.233901,2245.243913,2167.287172,2135.474507,2143.856058,2162.145685,2139.219347,2108.971017,2109.709969,2105.888246,2048.231447,2789.586628,2697.050893,2680.589039,2763.336286,2731.545649,2662.88121,2652.721459,2701.774624,2749.847963,2766.363702,2853.204554,2847.654023,2843.237819,2788.1406,2805.408038,2827.081029,2776.319219,2731.354619,2775.061498
BillyG_46,BillyG,103.35,eI,wait,133.1346259,425.3587334,2215.120128,2765.002486,432.4052219,2045.017771,2732.855708,426.2998066,2118.207978,2784.379808,534.9350603,1746.183254,2551.314279,335.9807987,2270.662082,2862.873036,568.610904,558.3371652,548.4215336,531.3969495,508.2517163,493.3863534,474.9476622,463.3635209,447.4689177,425.3587334,406.1046484,388.0390568,379.6379361,359.0082989,354.2264913,339.7156548,333.667776,322.2651625,316.9383207,1697.934995,1659.057071,1710.822855,1843.045277,1840.743344,1844.117693,1890.193119,1962.553925,2103.251879,2215.120128,2191.197017,2195.775423,2252.793086,2258.300372,2232.798574,2248.151823,2256.422276,2351.345772,2294.934775,2433.31231,2618.134257,2599.017975,2578.565092,2544.607567,2569.744222,2672.817643,2737.426904,2772.39306,2765.002486,2803.589503,2855.585016,2878.427952,2835.103195,2814.596856,2822.27795,2829.40496,2818.758043,2976.326125
BillyG_47,BillyG,105.48,eI,weight,110,443.8895169,2120.262939,2723.79539,441.4588675,2058.75296,2815.365299,442.6323805,2104.177468,2779.019123,521.7916324,1873.607135,2800.599468,359.9525897,2198.474278,2866.477305,541.0645552,533.1488197,524.9673464,515.9055232,507.2753805,500.1919787,492.7132268,482.4916586,465.7713106,443.8895169,420.6092629,401.5464464,391.0891743,383.177103,373.9861108,367.1519835,355.7940128,345.9306514,340.6447165,1715.964641,1758.814844,1828.312426,1985.828186,2073.107485,1990.269031,1965.871835,2037.144486,2090.364047,2120.262939,2153.126332,2181.556349,2163.88592,2113.688047,2144.854686,2167.812573,2216.989818,2256.241033,2262.774296,2917.366733,2875.208957,2786.556747,2709.826781,2699.407349,2752.564682,2791.528804,2824.148906,2767.545485,2723.79539,2741.847685,2787.060518,2831.45651,2923.570147,2886.938329,2874.964451,2865.715301,2846.639785,2830.670026
BillyG_48,BillyG,107.62,E,wet,66.27160485,565.6421652,1755.433772,2869.144774,546.4810291,1778.151284,2579.985405,563.2648201,1753.446659,2805.317601,571.8939892,1725.930327,2375.233054,504.2842779,1855.076867,2559.405561,565.0521071,570.8066162,574.0572617,575.2150748,575.2949862,574.8159743,574.4181521,574.0442598,570.0741648,565.6421652,571.9748054,570.5459503,508.6892154,466.5866761,491.5061479,510.483953,518.0030607,520.3453407,516.4940671,1685.120549,1755.266596,1779.437923,1765.181681,1731.382371,1687.449413,1688.00603,1701.675589,1727.757542,1755.433772,1781.003522,1804.811082,1814.898934,1827.147389,1846.726329,1859.888069,1860.67403,1863.690887,1869.376786,2275.751409,2289.983536,2327.528412,2384.559047,2454.525602,2531.199806,2680.522149,2851.256943,2869.964238,2869.144774,2846.785768,2810.707706,2667.818591,2554.300265,2540.431114,2537.224737,2554.581865,2567.71821,2575.804812
BillyG_49,BillyG,109.73,eI,fray,148.3370237,483.2542819,1837.495196,2657.339356,473.1639748,1871.573744,2571.83736,492.5580626,1874.090698,2646.496094,560.2489481,1685.392686,2450.61579,366.6849137,2055.237847,2618.400197,536.9714743,559.5063926,570.773152,576.8721495,572.3470966,563.9252934,551.8924598,541.9912172,504.9871777,483.2542819,466.7114476,465.8468656,436.292644,402.190456,377.3989611,368.4926524,354.8760089,354.8619646,345.7272805,1617.938304,1698.891344,1733.427008,1724.880984,1681.78707,1732.35828,1771.090398,1825.171639,1828.643788,1837.495196,1860.851525,2000.182543,2007.346247,2030.392345,2014.024667,2015.024678,2076.39981,2111.725263,2069.371413,2341.941255,2343.772581,2410.02882,2507.172946,2555.835692,2571.101899,2600.233513,2618.371655,2638.124428,2657.339356,2665.709423,2668.506991,2674.603587,2633.492636,2583.034616,2594.9847,2617.565247,2643.871538,2629.19892
BillyG_50,BillyG,111.75,eI,slate,80,443.9971701,1878.698811,2618.332379,437.9601724,1859.150728,2602.744312,442.1318203,1907.324502,2600.365123,513.564469,1670.446621,2611.647493,358.1842278,1999.681062,2596.220319,543.8341269,526.5595486,516.0027987,505.9396983,492.7067424,481.1426714,470.3051752,459.2436133,450.6576564,443.9971701,433.6707409,423.7232949,414.263113,391.7986107,371.9947759,362.1314818,352.7510662,343.2798989,332.7179824,1572.286025,1612.184222,1655.25785,1697.969876,1737.39872,1780.514484,1822.107899,1841.31376,1860.150019,1878.698811,1947.703659,1992.345993,2005.665092,1995.72331,1993.120368,2013.9734330000001,2013.791848,2004.381074,1985.360532,2643.348517,2656.850448,2625.310901,2591.137589,2580.245549,2574.909929,2572.927398,2576.736973,2592.778,2618.332379,2614.928719,2613.479776,2614.544041,2609.682625,2607.72995,2614.038861,2601.178593,2583.551194,2572.955042
BillyG_51,BillyG,113.9,eI,sleigh,92.27183822,419.2239986,1794.272649,2547.638492,425.1900675,1852.904666,2568.103812,418.5809689,1824.119035,2566.093695,492.0022616,1700.140173,2592.66849,364.9869721,2034.4547909999999,2545.549252,520.4464775,492.6021433,489.7283493,485.0796986,477.4833803,466.4631212,454.6504776,437.813233,423.9451578,419.2239986,409.1431716,398.5984539,388.5874433,380.5016013,359.7657941,355.2230916,360.8168237,359.0540592,367.0516617,1681.560886,1712.111037,1687.48928,1687.750235,1707.511653,1743.386225,1767.031103,1776.063453,1782.282055,1794.272649,1848.375297,1885.188161,1918.422411,1966.118805,2053.176201,2086.544206,2077.197984,2060.716778,2008.66966,2600.830372,2599.223222,2600.097447,2601.239921,2591.228099,2566.230311,2550.062418,2547.909861,2549.54848,2547.638492,2575.651209,2592.41332,2599.773222,2599.277248,2557.992693,2533.879519,2527.599269,2533.094955,2527.408567
BillyG_52,BillyG,115.91,eI,slay,89.2137372,488.6156217,1763.106365,2579.403508,513.2931852,1748.982946,2587.032628,499.5492299,1734.367233,2608.802092,609.9288154,1670.351377,2579.479482,430.4015102,1842.230229,2572.81631,625.2181928,620.279649,619.1543036,608.0524078,599.653062,586.8015322,549.5872783,530.8329075,512.6752854,488.6156217,481.1935765,472.521128,462.3228565,449.3321074,439.1762149,431.279311,425.7290551,420.3361557,418.1633145,1583.005729,1665.831679,1713.10057,1717.038405,1714.841738,1709.863179,1709.707506,1718.059064,1735.421522,1763.106365,1737.623944,1732.769021,1749.880208,1800.055321,1840.415371,1863.374333,1863.565183,1857.8044850000001,1845.720719,2577.832172,2567.274287,2565.347197,2575.161399,2582.379742,2594.784524,2634.154504,2635.18326,2615.614512,2579.403508,2587.183115,2599.665809,2609.062676,2593.159333,2594.737738,2584.839935,2550.577495,2557.958607,2556.724656
BillyG_53,BillyG,117.7527786,i:,feed,167.2213875,312.5607822,2252.339284,2714.85307,328.3121991,2187.807744,2695.967197,315.7923326,2231.33369,2722.908957,351.4213685,2072.415886,2597.808564,317.7228963,2259.673656,2767.184069,386.8634182,363.8623327,349.7434563,337.8889711,331.3936052,321.9880488,321.9679926,316.1367063,316.5178503,312.5607822,313.0527404,314.5426199,317.4265748,320.8631155,324.2718912,330.5207286,334.4469483,332.1599374,280.3212535,2008.442889,2061.804138,2088.049702,2061.027664,2102.023186,2152.396442,2168.97858,2203.202154,2235.403433,2252.339284,2244.454944,2253.825749,2254.145064,2250.907933,2242.451955,2192.369702,2178.900481,2286.265544,2363.882917,2573.776673,2565.787929,2580.265834,2585.358793,2612.559253,2655.301453,2670.291226,2689.323684,2721.120671,2714.85307,2747.256496,2744.450704,2766.842033,2761.62472,2737.260721,2683.398527,2663.286356,2734.026591,2881.278432
BillyG_54,BillyG,119.6794793,E,pet,72.71484658,515.9352939,1651.25653,2471.680696,533.3560489,1704.817311,2504.510267,519.8542302,1652.442951,2473.095578,567.4694962,1752.569601,2564.129436,512.7444202,1709.439381,2476.305785,592.4032853,566.4055144,562.1993678,565.5522415,552.9768164,540.4188568,527.9021181,521.576787,519.7613549,515.9352939,513.3959799,520.7403144,520.7614097,510.7288079,508.1282836,508.6767977,528.7415178,534.3080922,498.5986317,1753.151337,1775.220385,1782.684469,1784.054767,1735.418142,1689.191843,1648.654181,1627.700388,1621.011731,1651.25653,1681.601564,1675.626432,1663.858397,1644.137583,1663.784809,1700.11263,1718.448777,1739.059759,1766.850928,2679.68669,2604.20852,2560.691185,2528.714072,2500.16825,2479.844437,2478.925473,2475.904503,2471.352405,2471.680696,2472.464412,2471.154285,2470.654054,2471.265688,2468.339214,2463.913611,2480.888908,2491.226108,2482.077126
BillyG_55,BillyG,121.66,i:,feed,170,340.2318196,2270.04176,2667.340022,417.3941512,2241.711437,2719.95278,337.2907942,2250.228105,2672.99014,590.3521935,2231.69229,2809.347221,324.5394661,2243.213918,2677.52098,1360.990078,339.9959287,364.3407654,365.3624253,361.4519282,360.8215225,351.8392771,347.178861,335.4146564,340.2318196,331.7196696,331.1368804,321.8852382,324.2697436,328.3687258,336.6493576,332.0332159,329.8107371,310.566272,2524.477533,2193.490594,2141.336691,2139.867512,2115.789649,2140.521745,2179.456893,2238.177333,2246.613307,2270.04176,2264.225806,2262.809777,2275.049434,2275.997539,2272.347267,2245.902749,2224.015542,2207.980796,2204.359671,3475.936939,2664.650814,2541.888026,2573.087126,2589.521654,2593.859517,2621.002534,2671.280306,2662.97221,2667.340022,2669.33147,2691.348681,2718.626124,2702.345479,2732.409325,2712.762762,2678.6454,2646.41737,2619.212073
BillyG_56,BillyG,123.79,eI,slayed,130,453.6798147,1997.270175,2574.589748,454.5158422,1951.165332,2609.073729,447.0118635,2014.799114,2580.672995,535.8482626,1747.843392,2558.5516,380.6874004,2090.85349,2687.996593,578.6219035,565.5702342,553.9214307,517.8046069,496.8689898,483.7638435,477.2810136,472.9228839,463.334538,453.6798147,437.3707902,416.2844314,407.0296783,392.184183,386.5698842,381.0463982,375.1934874,376.8481629,372.7286066,1757.919189,1688.008783,1641.443982,1704.00147,1779.116505,1868.958234,1977.157722,1983.912719,1983.288817,1997.270175,1996.52868,2088.924203,2080.404221,2077.310765,2148.580384,2149.924567,2071.188011,2082.47168,2058.430182,2513.570917,2551.123067,2573.414596,2584.472816,2584.260037,2579.419162,2588.452012,2580.117996,2578.568364,2574.589748,2565.237236,2587.572404,2592.923777,2624.071457,2659.586364,2702.571087,2739.443716,2725.303834,2686.878201
BillyG_57,BillyG,125.85,eI,fray,130,453.0440439,1818.377278,2667.667818,466.4498823,1784.579198,2584.133526,470.490748,1803.754226,2613.97888,552.8593171,1561.570856,2448.644342,375.9995816,1988.412513,2689.777357,538.9502705,547.3156488,562.8016225,565.2512923,569.9335981,543.6170933,533.5448888,507.2398613,494.3194251,453.0440439,440.7844947,437.3080494,429.9277512,418.5543832,399.4036762,377.9472215,371.9761489,351.6420501,345.9761489,1517.096902,1521.197607,1542.072006,1581.782243,1616.130364,1605.996586,1601.688405,1695.381453,1736.554305,1818.377278,1932.454502,1947.290015,1875.166167,1921.97358,2035.870805,2094.368627,2040.68425,1957.678905,1933.372754,2297.238029,2309.838215,2354.7828,2465.019321,2624.16205,2682.10535,2672.098251,2599.981171,2639.011305,2667.667818,2544.269659,2558.602563,2629.452554,2642.385943,2628.782756,2685.17478,2732.328307,2762.501252,2727.116329
BillyG_58,BillyG,127.75,E,fed,130,599.9200857,1609.52448,2539.953722,597.917288,1724.391315,2646.732487,592.9408544,1645.140231,2546.29675,658.5022691,1832.393263,2766.560767,542.3087404,1695.640449,2627.339944,865.7769963,512.3427556,526.7083742,539.4135935,543.7176915,549.1282019,562.5887408,586.0148209,595.6296038,599.9200857,603.2398359,601.3571459,598.3889269,589.8470296,570.7782138,538.3934423,528.7379484,524.7175809,516.6511065,2346.908182,1836.919671,1595.086424,1621.252556,1680.34941,1625.950613,1602.277186,1644.834923,1627.771929,1609.52448,1655.026007,1649.41815,1732.658259,1661.851412,1640.66375,1722.453708,1764.538267,1694.081129,1685.388554,3500.296669,2588.483676,2392.279942,2453.678056,2496.594377,2542.656521,2572.290403,2528.395581,2533.96039,2539.953722,2524.151219,2545.83603,2589.822248,2607.926161,2619.528459,2631.472548,2642.452938,2655.009702,2624.880865
BillyG_59,BillyG,129.6678279,E,let,84.94725067,610.2441664,1465.791297,2620.703532,569.7830399,1558.446143,2729.885432,604.5253049,1463.791312,2617.380755,519.0939066,1619.936741,3017.299826,585.7299081,1591.610376,2554.975715,448.3782631,510.2108761,523.3603607,543.5166163,565.7332404,575.4957605,581.8240972,587.8575027,598.9798551,610.2441664,618.4191917,617.8507425,613.8384363,609.5098607,606.4153643,594.1485354,582.7541909,575.4600875,560.6218963,2205.48448,2137.818356,1431.496546,1191.789875,1239.80777,1309.659092,1356.365617,1393.090054,1433.532755,1465.791297,1497.37102,1535.244862,1563.565601,1587.372383,1606.918678,1605.231817,1596.612581,1582.769596,1580.325759,3431.745669,3367.642695,3022.90949,2805.76839,2682.804305,2653.47448,2641.690897,2637.539042,2630.81404,2620.703532,2608.400996,2593.380691,2588.228183,2583.622771,2574.722532,2559.00361,2546.722383,2542.073968,2531.519205
BillyG_60,BillyG,131.7285971,i:,heat,110.0916369,322.6237524,2211.786252,2825.386133,326.4189612,2211.350114,2831.364993,323.7714909,2201.17832,2825.027239,336.0033013,2120.11376,2721.151098,319.4820913,2312.758261,2947.916641,339.2237773,336.1981898,336.629952,335.8784677,334.2069337,330.1658962,330.1671778,328.6561601,325.151636,322.6237524,321.256374,319.7584148,319.2016251,323.0218274,322.4415251,319.9239634,318.9664425,318.138985,316.5155433,2121.845707,2119.996823,2117.584074,2108.338453,2114.760364,2129.479157,2144.653791,2165.580037,2193.501521,2211.786252,2220.386312,2228.234596,2240.579654,2278.603615,2331.323494,2315.76509,2310.252932,2308.115362,2326.339435,2699.873238,2701.919841,2710.817059,2720.292569,2734.734191,2756.771624,2786.975939,2802.848105,2810.173961,2825.386133,2841.663209,2848.756838,2858.344684,2884.05653,2904.066021,2882.36344,2948.176453,3005.73978,3034.388516
BillyG_61,BillyG,134.19,eI,weigh,130,479.5895149,1822.877917,2535.408268,460.1402987,1804.223944,2500.128381,469.1130216,1820.977804,2513.596575,537.023371,1589.785578,2386.596942,374.2845036,2001.90845,2600.191626,548.8502884,540.548752,537.3979098,536.3971552,532.0335442,515.7134652,508.5753331,500.033116,488.0615319,479.5895149,458.2340624,427.8443368,420.5337509,398.6318462,383.3244335,375.2415169,363.3729574,358.6841347,362.8338341,1551.707984,1539.982748,1561.029139,1595.529798,1620.318395,1673.880838,1708.26953,1750.887545,1814.823912,1822.877917,1847.603034,1889.364424,1909.316359,1960.689077,1977.146797,1984.591674,2009.334783,2042.028578,2041.159528,2340.258584,2363.77341,2381.085874,2421.963839,2429.614821,2419.276119,2444.364619,2474.403032,2526.415455,2535.408268,2536.660803,2524.506544,2549.150192,2580.899118,2571.152946,2573.476887,2602.157215,2625.63942,2636.883725
BillyG_62,BillyG,136.22,eI,sleigh,120,477.2575573,1817.365907,2534.701714,469.3347822,1751.986246,2520.160727,465.3584934,1802.031221,2526.572448,532.8377428,1535.228848,2530.766054,409.8081104,1918.698667,2503.14368,575.0138512,558.9888009,532.175721,515.9333405,501.7201897,492.4376159,490.5239454,490.4884206,487.6028365,477.2575573,456.8365902,432.9157236,417.5916501,412.1848413,409.1650558,409.314524,408.0524108,408.0769441,410.5126606,1475.755535,1480.286712,1528.552694,1544.354184,1568.671461,1623.336519,1676.216496,1728.028321,1779.976189,1817.365907,1846.620873,1869.937556,1888.081488,1914.154977,1930.733758,1931.877806,1927.818746,1918.865664,1904.982176,2525.259327,2530.377314,2526.916348,2523.348613,2534.987967,2548.965091,2550.443782,2541.830747,2535.201106,2534.701714,2516.898449,2499.751178,2508.919688,2512.695038,2510.007836,2498.329177,2485.559196,2503.988248,2504.466858
BillyG_63,BillyG,137.97,E,head,80,580.0979625,1670.780964,2521.782388,570.7897161,1674.775416,2509.469748,567.6040991,1672.400303,2511.431149,606.4475204,1652.202175,2440.662416,538.3175287,1699.723771,2576.315678,618.6110335,617.3980396,616.0271049,610.5135345,592.6814006,581.5195971,574.7748281,577.7255222,579.405795,580.0979625,562.3982216,550.8901646,547.3428443,543.6199561,542.5097634,547.2026789,545.6812539,539.6166827,522.8414143,1659.82792,1648.498415,1644.915812,1645.005529,1650.748963,1656.520944,1661.627375,1661.984121,1665.250873,1670.780964,1678.646496,1683.686948,1685.095156,1684.564208,1686.724608,1695.41542,1696.175297,1698.849812,1721.27688,2464.8285,2436.543666,2425.3125449999998,2420.856379,2424.918664,2448.886173,2479.329412,2491.767958,2506.055945,2521.782388,2522.502699,2525.860177,2532.6083,2547.39425,2562.005769,2573.707364,2580.913638,2587.656296,2598.883189
BillyG_64,BillyG,139.73,E,wet,40,561.0478272,1689.104893,2372.465207,574.7901613,1708.300273,2261.848118,566.986952,1727.726114,2302.657252,574.6314648,1738.3897,2148.816153,582.752067,1658.785004,2334.070948,586.3423176,578.3511022,570.3598869,564.70062600000006,566.0372286,567.3738311,568.2435371,565.8449671,563.4463972,561.0478272,565.8016606,570.5554941,575.3093275,577.6298296,579.602713,581.5755963,583.4416763,585.2721552,587.102634,1522.821594,1638.92631,1755.031026,1845.556224,1859.342868,1873.129512,1877.349308,1814.601169,1751.853031,1689.104893,1672.926096,1656.7473,1640.568504,1641.209225,1644.252733,1647.296241,1657.287553,1669.594798,1681.902044,2150.81385,2143.681785,2136.549719,2131.342773,2131.911182,2132.47959,2142.556479,2219.192721,2295.828964,2372.465207,2365.066605,2357.668004,2350.269402,2335.738181,2320.188014,2304.637847,2317.20675,2339.148677,2361.090603
BillyG_65,BillyG,141.53,eI,wade,190,425.6002508,2072.322738,2661.080626,438.5287949,1997.137961,2740.269818,428.751084,2080.621985,2666.255994,534.0501496,1793.37615,2855.995038,352.785151,2117.415748,2698.55842,552.9442986,558.0796701,551.3739855,530.7476127,515.6473989,498.0582127,486.188041,468.1101995,446.0738914,425.6002508,404.5821808,395.1911778,379.0552936,367.9217537,351.6823369,351.8436269,344.9014083,345.6556245,356.1850375,1560.830145,1659.613761,1759.232221,1878.579583,1991.972444,2002.041275,1987.754989,2037.272975,2064.778678,2072.322738,2100.95444,2131.99,2160.088549,2163.922222,2149.243912,2129.997848,2106.684009,2077.749886,2100.624838,3097.926087,3019.19921,2836.052727,2723.068091,2724.543142,2615.857694,2596.306321,2614.624009,2634.506465,2661.080626,2694.80262,2714.687192,2735.50131,2741.579259,2730.6555,2736.996864,2694.728672,2660.467687,2641.200506
BillyG_66,BillyG,143.3,E,pet,70,603.8262291,1619.188003,2474.76732,601.0342836,1601.375153,2478.407965,604.1186033,1607.047072,2474.149854,624.6360228,1581.180511,2443.657819,574.3482248,1615.897877,2517.416222,607.2983621,616.9403,627.1169121,635.4152475,638.0787525,634.5384516,623.8399131,616.131048,609.8383439,603.8262291,597.8112817,591.4921393,586.7976704,585.5330678,582.2402234,577.1895694,573.3645608,569.9481006,563.6478836,1583.726198,1581.065097,1576.716921,1574.898699,1580.670339,1586.049834,1590.976855,1603.814033,1620.398128,1619.188003,1614.895562,1602.711367,1593.874907,1592.105883,1592.986426,1596.163258,1605.116655,1615.995573,1657.279751,2431.984495,2446.306828,2451.687428,2453.567659,2444.946782,2444.201114,2452.542224,2459.041804,2464.669079,2474.76732,2484.688856,2488.666888,2494.709245,2505.109622,2523.198159,2547.94977,2538.994234,2518.802983,2494.680955
BillyG_67,BillyG,145.15,i:,wheat,133.5498274,306.8028802,2235.98179,2925.528096,319.1510654,2174.531527,2863.719025,308.3428258,2229.520815,2912.816657,345.1726105,2011.383685,2606.473866,303.9377597,2282.690082,3071.866553,370.1283668,357.9545306,349.9294172,339.5203157,324.9632588,322.7963141,316.3090143,312.4872555,310.7109488,306.8028802,305.6032452,304.0111612,303.3284689,300.9651258,296.4418367,301.6628848,303.8777015,314.4019761,308.0111446,1751.706827,1948.763477,2051.695938,2123.463732,2148.517129,2163.423255,2177.695185,2180.942389,2201.246359,2235.98179,2260.500541,2273.205412,2276.132712,2272.475043,2258.59156,2286.187324,2333.749439,2278.591893,2276.874087,2410.231692,2468.049242,2600.460517,2676.069147,2729.823576,2800.280981,2844.086971,2851.947453,2896.320593,2925.528096,2933.672323,2965.216178,2970.793625,2959.936862,2976.184778,3112.712326,3223.472369,3112.07926,3069.324894
BillyG_68,BillyG,146.92,E,shed,120,559.399789,1704.701101,2514.938292,541.9676131,1757.057933,2536.310277,563.5983846,1716.065794,2517.771922,501.8577163,1879.98085,2579.686377,560.4467383,1675.127156,2511.472534,458.749461,487.3043713,498.7257658,519.6647209,535.1126708,540.3212664,543.5567014,544.4728627,548.5227506,559.399789,572.7035819,585.0607045,593.0017267,592.8816523,587.2216357,578.3743754,563.6384111,544.223987,521.7239188,2064.793965,1843.592145,1788.870075,1775.385362,1793.9767,1779.972624,1750.071299,1736.228113,1717.55226,1704.701101,1707.942058,1704.391065,1695.477728,1690.165605,1677.866946,1667.380485,1667.823554,1662.059794,1661.707364,2675.849341,2561.523655,2522.577791,2519.919967,2523.767114,2543.653442,2558.915859,2537.637644,2516.570354,2514.938292,2513.068561,2500.885914,2481.544801,2478.0163,2496.661762,2509.216971,2528.707084,2529.287502,2527.463948
