target_id,speaker,sex,dob,city_born,lexset,word,start,end,pre_seg,fol_seg,F1,F2,F3
1,FredN,M,1955,Manchester,LOT,salford,5.045,5.125,S,L,543.8,1040.4,2255.8
2,FredN,M,1955,Manchester,LOT,not,18.837,18.947,N,T,569.6,1056.2,2265.2
3,FredN,M,1955,Manchester,KIT,in,19.458,19.488,T,N,446,1688.4,2563.7
4,FredN,M,1955,Manchester,FACE,they,20.167,20.198,DH,W,360,1337.7,2335.5
5,FredN,M,1955,Manchester,KIT,think,21.358,21.388,TH,NG,361.5,1619.5,2836.2
6,FredN,M,1955,Manchester,MOUTH,about,24.923,24.983,B,T,619.8,1095.6,3331.9
7,FredN,M,1955,Manchester,NURSE,thirty,25.133,25.204,TH,D,431.3,1443.6,2712.9
8,FredN,M,1955,Manchester,GOAT,ago,25.643,25.783,G,SP,483.8,1170.4,2257.3
9,FredN,M,1955,Manchester,FACE,neighbours,29.558,29.688,N,B,482.3,1683,2223.6
10,FredN,M,1955,Manchester,GOOSE,moved,32.728,32.799,M,V,369.3,1518.9,2025.4
11,FredN,M,1955,Manchester,DRESS,when,35.42,35.45,W,N,386.5,1003.3,2223.4
12,FredN,M,1955,Manchester,NORTH,broughton,37.091,37.231,R,T,622.1,937.7,3224.5
13,FredN,M,1955,Manchester,STRUT,uh,38.686,38.896,SP,P,561.7,1429.6,3048.1
14,FredN,M,1955,Manchester,DRESS,when,41.076,41.106,W,N,541.4,1225.5,2020.7
15,FredN,M,1955,Manchester,LOT,got,41.255,41.296,G,T,493.7,1298.6,1955.8
16,FredN,M,1955,Manchester,DRESS,semi,45.462,45.502,S,M,553.6,1429.9,3615.7
17,FredN,M,1955,Manchester,CHOICE,noisy,47.393,47.482,N,Z,375.4,853.6,1372
18,FredN,M,1955,Manchester,FLEECE,he,52.124,52.364,HH,G,236.1,1790.4,3673.4
19,FredN,M,1955,Manchester,LOT,got,52.563,52.664,G,T,517.1,1218,1992.5
20,FredN,M,1955,Manchester,PALM,partner,53.344,53.494,P,R,692.1,1219.9,2954.9
21,FredN,M,1955,Manchester,TRAP,had,54.418,54.478,HH,D,592.5,1195.3,2285.9
22,FredN,M,1955,Manchester,STRUT,one,60.638,60.668,W,N,336.5,1068.1,2226.1
23,FredN,M,1955,Manchester,GOAT,so,61.978,62.068,S,W,407.5,1079.7,2578.1
24,FredN,M,1955,Manchester,KIT,didn't,62.208,62.258,D,N,393.9,1578.8,3578.2
25,FredN,M,1955,Manchester,TRAP,yeah,64.554,64.643,Y,IH0,396.7,1746.2,2422.7
26,FredN,M,1955,Manchester,KIT,bit,65.743,65.793,B,T,427.8,1603.6,3864
27,FredN,M,1955,Manchester,STRUT,um,77.153,77.732,SP,M,693.6,1500.9,3097
28,FredN,M,1955,Manchester,PRICE,i,78.502,78.532,AE1,TH,699.5,1509,2349.4
29,FredN,M,1955,Manchester,KIT,think,78.632,78.663,TH,NG,453.9,1893.9,3885.2
30,FredN,M,1955,Manchester,STRUT,uh,80.374,80.613,SP,SP,592.3,1487.9,2448.7
31,FredN,M,1955,Manchester,FOOT,neighbourhood,82.003,82.094,HH,D,371.2,1218.6,1939.3
32,FredN,M,1955,Manchester,DRESS,then,83.96,83.99,DH,N,522.2,1343.5,2367.9
33,FredN,M,1955,Manchester,PRICE,arrived,84.581,84.75,ER0,V,667.5,1146.2,2162.5
34,FredN,M,1955,Manchester,PALM,started,85.753,85.852,T,R,568.3,1326.2,2212.4
35,FredN,M,1955,Manchester,GOAT,going,86.132,86.463,G,IH0,534.2,1386.2,2253.7
36,FredN,M,1955,Manchester,TRAP,yeah,88.078,88.198,Y,SP,449.6,1624.5,2387
37,FredN,M,1955,Manchester,KIT,this,91.604,91.643,DH,S,452,1647.3,2512
38,FredN,M,1955,Manchester,KIT,particularly,92.163,92.193,T,K,377.3,1841.1,3841.1
39,FredN,M,1955,Manchester,TRAP,yeah,92.614,92.703,Y,SP,479.6,1575.3,2555.2
40,FredN,M,1955,Manchester,DRESS,where,93.948,93.978,W,R,517.4,1213.7,3179.8
41,FredN,M,1955,Manchester,STRUT,from,94.277,94.337,R,M,529.8,1039.4,2214.1
42,FredN,M,1955,Manchester,PRICE,nice,94.687,94.747,N,S,632.5,1224,3819.5
43,FredN,M,1955,Manchester,LOT,everybody,96.338,96.408,B,D,500.3,1134.2,3263.4
44,FredN,M,1955,Manchester,DRESS,anything,99.828,99.888,D,N,492.1,1557.8,2648.1
45,FredN,M,1955,Manchester,FACE,they,100.528,100.567,DH,Y,369.7,1708.3,2394.6
46,FredN,M,1955,Manchester,MOUTH,round,103.155,103.246,R,N,497.3,1265.3,2171.2
47,FredN,M,1955,Manchester,STRUT,other,103.415,103.456,AH0,DH,371.6,973.9,2638.8
48,FredN,M,1955,Manchester,FLEECE,people,103.616,103.736,P,P,322.6,2011.7,3727.6
49,FredN,M,1955,Manchester,KIT,if,103.856,103.886,L,F,402.2,1465.3,2322.1
50,FredN,M,1955,Manchester,FLEECE,he,103.956,103.986,HH,M,334.9,1739.5,3823.7
51,FredN,M,1955,Manchester,STRUT,stuff,104.935,104.976,T,F,376.6,1073.9,2054.4
52,FredN,M,1955,Manchester,STRUT,y'know,105.861,105.891,Y,N,400.8,1650.7,2521.7
53,FredN,M,1955,Manchester,FACE,take,107.49,107.54,T,K,595.1,1578.2,NA
54,FredN,M,1955,Manchester,KIT,bit,107.661,107.721,B,T,484.5,1622.8,2333.9
55,FredN,M,1955,Manchester,FLEECE,he's,110.12,110.15,HH,Z,311,1657.3,3858.7
56,FredN,M,1955,Manchester,KIT,int,110.711,110.75,N,N,401.3,1460.4,3164
57,FredN,M,1955,Manchester,FLEECE,he,110.84,110.87,HH,SP,422,1667.3,2777.6
58,FredN,M,1955,Manchester,FACE,say,117.957,118.057,S,S,535.8,1402.3,3508.1
59,FredN,M,1955,Manchester,KIT,it,118.843,118.913,SP,T,494.9,1479.9,2235.3
60,FredN,M,1955,Manchester,STRUT,uh,120.973,121.113,Z,SP,476.5,1323.1,3859
61,FredN,M,1955,Manchester,PRICE,i,122.286,122.376,SP,D,826.9,1387.5,3713.6
62,FredN,M,1955,Manchester,GOAT,know,122.535,122.616,N,T,611.4,1133.9,1915.1
63,FredN,M,1955,Manchester,LOT,honest,122.825,122.876,IY0,N,613.4,1387.5,2138.8
64,FredN,M,1955,Manchester,GOAT,no,128.058,128.098,N,AY1,718.9,1165.6,NA
65,FredN,M,1955,Manchester,FACE,same,128.757,128.908,S,M,574.8,1442.5,2394.8
66,FredN,M,1955,Manchester,KIT,it's,129.067,129.118,SP,T,492.7,1867.6,3118.2
67,FredN,M,1955,Manchester,STRUT,y'know,129.787,129.818,Y,N,398.4,1714.9,2404.9
68,FredN,M,1955,Manchester,PRICE,i'd,130.758,130.818,ER0,D,539.2,1306.9,2381
69,FredN,M,1955,Manchester,FACE,say,130.968,131.118,S,SP,521.6,1365.2,3428.6
70,FredN,M,1955,Manchester,GOOSE,usually,133.268,133.328,Y,ZH,297.8,1934.8,3447.1
71,FredN,M,1955,Manchester,PRICE,wives,133.757,133.888,W,V,668.7,1151.1,2383.2
72,FredN,M,1955,Manchester,GOAT,home,134.208,134.377,HH,M,539,1025.2,2234.6
73,FredN,M,1955,Manchester,TRAP,after,134.638,134.678,N,F,532.6,1417.2,2110.5
74,FredN,M,1955,Manchester,DRESS,they're,135.478,135.508,DH,R,402.5,1082.2,2495.5
75,FredN,M,1955,Manchester,GOAT,so,136.158,136.318,S,SP,426.8,1157.8,2377.1
76,FredN,M,1955,Manchester,STRUT,y'know,136.588,136.617,Y,N,343,1625.1,2156.8
77,FredN,M,1955,Manchester,MOUTH,out,137.048,137.168,L,T,660.2,1138.5,2430.8
78,FredN,M,1955,Manchester,KIT,picking,139.347,139.397,P,K,420.2,1817.2,NA
79,FredN,M,1955,Manchester,KIT,kids,139.698,139.758,K,D,410.4,1752.1,2887.4
80,FredN,M,1955,Manchester,GOAT,so,142.88,142.971,S,DH,430.5,1212.7,2278.7
81,FredN,M,1955,Manchester,DRESS,fence,145.743,145.812,F,N,531.9,1406.1,2256.3
82,FredN,M,1955,Manchester,GOOSE,used,146.253,146.342,Y,Z,319.4,1856.8,3911.7
83,FredN,M,1955,Manchester,STRUT,y'know,149.594,149.644,Y,N,412.1,1353.9,2202
84,FredN,M,1955,Manchester,GOAT,so,152.413,152.494,S,DH,430.9,1125.2,2391.6
85,FredN,M,1955,Manchester,NORTH,all,152.634,152.674,R,L,538.5,1032.5,2297
86,FredN,M,1955,Manchester,DRESS,anyway,153.174,153.204,T,N,535.8,1436.8,2512.1
87,FredN,M,1955,Manchester,TRAP,had,154.628,154.687,HH,D,492.5,1451.1,2315.3
88,FredN,M,1955,Manchester,NORTH,all,156.108,156.188,EY1,L,490.5,1223.2,2247.6
89,FredN,M,1955,Manchester,GOAT,go,156.548,156.608,G,AH1,389.7,1012.5,2187.2
90,FredN,M,1955,Manchester,STRUT,up,156.608,156.638,OW1,P,423.8,934.8,2229.8
91,FredN,M,1955,Manchester,GOAT,no,162.298,162.428,N,DH,540.9,1320.5,1930.6
92,FredN,M,1955,Manchester,MOUTH,down,162.857,162.997,D,N,507.4,1374.7,2680.2
93,FredN,M,1955,Manchester,DRESS,seventy,167.517,167.557,S,V,557.4,1466,4452.2
94,FredN,M,1955,Manchester,LOT,knocked,171.819,171.889,N,K,398.5,1168.5,2158.6
95,FredN,M,1955,Manchester,NORTH,all,172.249,172.289,M,L,417.5,1076,2584.4
96,FredN,M,1955,Manchester,MOUTH,down,172.539,172.689,D,N,494.1,1182.5,2682.1
97,FredN,M,1955,Manchester,PRICE,my,181.898,181.928,M,T,338.8,1576.4,2344.7
98,FredN,M,1955,Manchester,GOOSE,two,182.009,182.088,T,B,394.1,1736.8,2987.2
99,FredN,M,1955,Manchester,FLEECE,me,184.259,184.289,M,AH0,415.8,2096.6,3770.3
100,FredN,M,1955,Manchester,STRUT,brothers,184.709,184.749,R,DH,401.7,1072.5,2487
101,FredN,M,1955,Manchester,KIT,hospital,188.062,188.092,P,T,453.3,1173,2232.6
102,FredN,M,1955,Manchester,KIT,which,189.282,189.313,W,CH,372.4,1777.8,4264.3
103,FredN,M,1955,Manchester,MOUTH,now,190.463,190.622,N,K,604.2,1345.8,2360.5
104,FredN,M,1955,Manchester,LOT,hospital,193.218,193.259,HH,S,550.9,1052.9,2339.8
105,FredN,M,1955,Manchester,KIT,hospital,193.408,193.438,P,T,448,1139.7,2515.7
106,FredN,M,1955,Manchester,CHOICE,royal,194.019,194.069,R,AH0,505.4,1032.8,2485
107,FredN,M,1955,Manchester,KIT,near,195.977,196.057,N,R,462.5,1403,2511.3
108,FredN,M,1955,Manchester,STRUT,the,196.967,197.217,DH,AH1,452.6,1473.2,2342.9
109,FredN,M,1955,Manchester,STRUT,uh,199.048,199.218,IY0,SP,494.4,1379.1,2514
110,FredN,M,1955,Manchester,NORTH,call,200.79,200.85,K,L,480.2,1305.3,2167.5
111,FredN,M,1955,Manchester,KIT,really,210.033,210.103,R,L,492.2,1460.8,2330.6
112,FredN,M,1955,Manchester,LOT,not,210.302,210.352,N,T,571.5,1269.7,2059.4
113,FredN,M,1955,Manchester,DRESS,where,210.482,210.512,W,R,537.3,1241.7,2211.7
114,FredN,M,1955,Manchester,PRICE,i,210.953,211.003,M,S,674.7,1081.6,2075.6
115,FredN,M,1955,Manchester,FOOT,look,215.638,215.698,L,K,453.7,980.4,2322.9
116,FredN,M,1955,Manchester,TRAP,yeah,216.708,216.869,Y,SP,444.7,1632.8,2317.4
117,FredN,M,1955,Manchester,DRESS,there,218.372,218.412,DH,R,465.2,1278.9,2546.4
118,FredN,M,1955,Manchester,DRESS,dead,227.395,227.545,D,D,606.5,1722.1,NA
119,FredN,M,1955,Manchester,STRUT,brother's,229.406,229.446,R,DH,425.5,1011.7,2444.2
120,FredN,M,1955,Manchester,PRICE,my,230.506,230.536,M,AH1,407.4,1358.8,2344.4
121,FredN,M,1955,Manchester,DRESS,tenerife,231.165,231.215,T,N,504,1305.1,2497.6
122,FredN,M,1955,Manchester,GOAT,so,231.576,231.696,S,AY1,468,1149.6,2528.2
123,FredN,M,1955,Manchester,DRESS,said,239.254,239.294,S,D,480,1333.8,2565.3
124,FredN,M,1955,Manchester,KIT,it,239.553,239.613,S,T,523.5,1635.1,2352.8
125,FredN,M,1955,Manchester,PRICE,retiring,239.923,240.103,T,R,647.5,1393.8,2254.5
126,FredN,M,1955,Manchester,STRUT,one,242.674,242.714,W,N,488.3,941.7,2354.6
127,FredN,M,1955,Manchester,DRESS,married,243.673,243.743,M,R,612.8,1242.3,2226.8
128,FredN,M,1955,Manchester,STRUT,other,244.094,244.124,AH0,DH,434.7,1168.8,2440.4
129,FredN,M,1955,Manchester,LOT,got,245.904,246.004,G,T,538.6,1178,2361.3
130,FredN,M,1955,Manchester,TRAP,flat,246.254,246.354,L,T,631.6,1093,2212.7
131,FredN,M,1955,Manchester,FLEECE,she,246.954,247.023,SH,W,331.5,2059.8,3713.2
132,FredN,M,1955,Manchester,PRICE,alright,247.393,247.473,R,T,569.9,1366.9,2270
133,FredN,M,1955,Manchester,TRAP,yeah,258.133,258.233,Y,B,552.3,1627.1,3604.7
134,FredN,M,1955,Manchester,MOUTH,about,258.393,258.474,B,T,536.4,1103,2219.1
135,FredN,M,1955,Manchester,PRICE,times,259.887,260.047,T,M,570.3,1219.8,2334.5
136,FredN,M,1955,Manchester,PRICE,my,262.167,262.197,M,EH1,483.7,1485.2,2228.5
137,FredN,M,1955,Manchester,FLEECE,see,262.947,263.117,S,DH,334.5,2125.8,3945.7
138,FredN,M,1955,Manchester,STRUT,brother,263.458,263.498,R,DH,423.8,1034.9,2483.7
139,FredN,M,1955,Manchester,PRICE,twice,264.609,264.749,W,S,600.2,1090,2544.2
140,FredN,M,1955,Manchester,NORTH,before,265.128,265.228,F,R,410.2,914.9,2572.7
141,FredN,M,1955,Manchester,GOAT,so,266.963,266.993,S,DH,650.5,1682.3,2313.6
142,FredN,M,1955,Manchester,PRICE,nice,267.243,267.393,N,S,542,1202.9,2543.7
143,FredN,M,1955,Manchester,GOAT,over,273.745,273.866,M,V,554.3,983,2205.4
144,FredN,M,1955,Manchester,FLEECE,he,274.706,274.736,HH,K,291.5,1999.9,4028.9
145,FredN,M,1955,Manchester,FLEECE,see,275.025,275.066,S,HH,398.9,2082.9,3811.6
146,FredN,M,1955,Manchester,STRUT,son,275.256,275.295,S,N,426.2,1029.6,2354.7
147,FredN,M,1955,Manchester,TRAP,actually,278.019,278.088,Z,K,620.8,1197.2,2593.6
148,FredN,M,1955,Manchester,NORTH,bought,278.328,278.468,B,T,630.1,1029.8,2638.6
149,FredN,M,1955,Manchester,GOAT,so,279.619,279.738,S,HH,463.3,1186.7,2632.4
150,FredN,M,1955,Manchester,GOAT,over,280.059,280.169,Z,V,459.7,1194.5,2768
151,FredN,M,1955,Manchester,LOT,not,282.593,282.672,N,T,568.9,1047.8,1998.6
152,FredN,M,1955,Manchester,DRESS,well,282.752,282.782,W,L,524.7,1005.1,2330.2
153,FredN,M,1955,Manchester,PRICE,i,284.313,284.343,SP,SP,911.2,1523.8,2487.3
154,FredN,M,1955,Manchester,KIT,him,285.992,286.022,IY1,M,310.8,1500.1,2436.3
155,FredN,M,1955,Manchester,DRESS,where,287.979,288.008,W,R,486.9,1316.1,2321.5
156,FredN,M,1955,Manchester,GOAT,goes,289.228,289.428,G,Z,454.4,1266.3,2308.8
157,FredN,M,1955,Manchester,PRICE,wise,296.218,296.359,W,Z,619.1,1218.9,2354.4
158,FredN,M,1955,Manchester,PRICE,i,297.96,297.99,Z,HH,460.8,1499.6,2159.7
159,FredN,M,1955,Manchester,FACE,train,304.79,304.821,R,N,434.1,1952.8,3169.8
160,FredN,M,1955,Manchester,PRICE,my,308.239,308.269,M,M,393.6,1212.3,2626.6
161,FredN,M,1955,Manchester,NURSE,university,309.849,309.899,V,S,427.2,1388.2,2457.5
162,FredN,M,1955,Manchester,FLEECE,she,313.382,313.412,SH,SP,431.7,1490.5,2713.2
163,FredN,M,1955,Manchester,STRUT,wasn't,313.652,313.682,W,Z,672,1371.3,2068.9
164,FredN,M,1955,Manchester,FACE,they,321.189,321.218,DH,W,430.1,1137.8,2262.8
165,FredN,M,1955,Manchester,LOT,lot,329.422,329.662,L,T,564.7,972.4,2371.4
166,FredN,M,1955,Manchester,GOAT,so,330.082,330.313,S,AY1,480.2,1136.5,2411.5
167,FredN,M,1955,Manchester,PRICE,i,330.983,331.043,SP,TH,564.9,1373.6,2549.1
168,FredN,M,1955,Manchester,FACE,they,331.933,331.983,DH,Y,396.8,1815,2677.2
169,FredN,M,1955,Manchester,PRICE,i,332.402,332.463,EY1,W,590.7,1454,2169.7
170,FredN,M,1955,Manchester,FACE,favourite,333.043,333.162,F,V,510.6,1526.3,2564.5
171,FredN,M,1955,Manchester,DRESS,favourite,333.213,333.242,V,R,392.7,1382.3,1994.4
172,FredN,M,1955,Manchester,DRESS,favourite,333.273,333.303,R,T,409.8,1332.8,2337.7
173,FredN,M,1955,Manchester,PRICE,i,333.433,333.492,T,W,621.1,1299.9,2412.1
174,FredN,M,1955,Manchester,TRAP,and,337.858,338.187,AH1,N,631.8,1480.4,2578.6
175,FredN,M,1955,Manchester,PRICE,i,338.347,338.388,D,TH,559,1179.1,2155.6
176,FredN,M,1955,Manchester,STRUT,brother,339.187,339.227,R,DH,445.5,1062.5,2528.5
177,FredN,M,1955,Manchester,PRICE,my,339.518,339.548,M,M,486,1510.6,2336.2
178,FredN,M,1955,Manchester,FACE,favourite,339.938,340.058,F,V,496.5,1446,2372.4
179,FredN,M,1955,Manchester,TRAP,that's,340.358,340.428,DH,T,553.6,1234.7,2372
180,FredN,M,1955,Manchester,KIT,impression,340.678,340.718,AH0,M,399.3,1709.7,2347.7
181,FredN,M,1955,Manchester,FACE,say,344.282,344.492,S,D,501.4,1456.2,2372.1
182,FredN,M,1955,Manchester,FACE,say,346.993,347.143,S,W,416,1683.9,2432.6
183,FredN,M,1955,Manchester,PRICE,while,348.022,348.093,W,L,542,1119.8,2426.1
184,FredN,M,1955,Manchester,GOOSE,you're,348.173,348.222,Y,R,416.3,1267.2,2247.4
185,FredN,M,1955,Manchester,KIT,didn't,349.364,349.423,D,D,395,1786.7,2470.1
186,FredN,M,1955,Manchester,LOT,bother,349.684,349.723,B,DH,469,1059.6,2443.2
187,FredN,M,1955,Manchester,LOT,john,350.273,350.363,JH,N,558.6,992.8,1779.4
188,FredN,M,1955,Manchester,GOAT,joe,350.944,351.063,JH,K,476.7,1161.7,1858.8
189,FredN,M,1955,Manchester,KIT,in,351.224,351.284,M,N,444.4,1538.7,2144.1
190,FredN,M,1955,Manchester,FACE,say,351.404,351.434,S,AY1,533,1404,2591.1
191,FredN,M,1955,Manchester,PRICE,i'll,351.434,351.494,EY1,L,667.8,1209.1,2396.9
192,FredN,M,1955,Manchester,FACE,make,351.594,351.674,M,K,618.1,1518.7,2369.7
193,FredN,M,1955,Manchester,FLEECE,tea,352.094,352.244,T,JH,382.1,1955.2,2395.9
194,FredN,M,1955,Manchester,FACE,favouritism,354.072,354.172,F,V,497.2,1583.2,3385.5
195,FredN,M,1955,Manchester,TRAP,yeah,360.888,361.027,Y,SP,429,1659.9,2431.1
196,FredN,M,1955,Manchester,TRAP,yeah,361.268,361.447,Y,OW1,488.4,1592.9,2426.5
197,FredN,M,1955,Manchester,DRESS,yep,362.324,362.434,Y,P,429.8,1608.2,2307.6
198,FredN,M,1955,Manchester,TRAP,yeah,363.866,363.936,Y,AY1,470.3,1717.2,2377.9
199,FredN,M,1955,Manchester,MOUTH,house,369.103,369.183,HH,S,554.5,1151.7,2531.5
200,FredN,M,1955,Manchester,PRICE,like,371.043,371.142,L,K,556,1196.6,2486.7
201,FredN,M,1955,Manchester,TRAP,yeah,371.713,371.892,Y,SP,471,1646.2,2474
202,FredN,M,1955,Manchester,NORTH,all,372.431,372.541,SP,L,580.9,1041.6,2217.5
203,FredN,M,1955,Manchester,PALM,hard,372.641,372.74,HH,R,653.6,1159.2,2474.2
204,FredN,M,1955,Manchester,NURSE,workers,372.86,372.96,W,K,456.7,1184.2,2158.3
205,FredN,M,1955,Manchester,TRAP,dad,373.54,373.631,D,D,553.6,1403.2,2484.9
206,FredN,M,1955,Manchester,NORTH,morning,374.921,375.02,M,R,544.1,1018.6,2456.3
207,FredN,M,1955,Manchester,NORTH,or,376.759,376.809,SP,R,659.5,1340.9,2645.5
208,FredN,M,1955,Manchester,GOAT,go,377.088,377.158,G,AH0,412.7,885.4,2227.4
209,FredN,M,1955,Manchester,TRAP,afternoon,377.618,377.679,AH1,F,636.7,1426,2445.3
210,FredN,M,1955,Manchester,KIT,six,382.578,382.618,S,K,428.9,1692.9,2485.1
211,FredN,M,1955,Manchester,GOAT,most,383.579,383.759,M,S,482.6,1031.2,2124.7
212,FredN,M,1955,Manchester,PRICE,nights,383.868,384.019,N,T,642.7,1240.6,2380.9
213,FredN,M,1955,Manchester,NORTH,offices,385.925,386.025,IY0,F,526.5,1245.2,2272.4
214,FredN,M,1955,Manchester,KIT,cleared,386.486,386.556,L,R,465.6,1501.2,2380.8
215,FredN,M,1955,Manchester,MOUTH,out,386.616,386.785,D,T,528,1422.5,2382.2
216,FredN,M,1955,Manchester,STRUT,uh,387.106,387.356,SP,DH,561.8,1412.5,2560.7
217,FredN,M,1955,Manchester,NURSE,worked,389.173,389.222,W,K,476.2,1421.7,2154.9
218,FredN,M,1955,Manchester,NORTH,before,390.402,390.483,F,R,449.3,904.7,2249
219,FredN,M,1955,Manchester,STRUT,uh,391.873,392.043,T,SP,451.9,1297.8,2511.7
220,FredN,M,1955,Manchester,FLEECE,seals,393.37,393.51,S,L,362.1,1863,2336.1
221,FredN,M,1955,Manchester,KIT,near,396.731,396.761,N,R,426.9,1471,3594.6
222,FredN,M,1955,Manchester,STRUT,y'know,398.641,398.671,Y,N,377.1,1604.5,2429.7
223,FredN,M,1955,Manchester,GOAT,y'know,398.701,398.801,N,L,470.4,1313.6,1696
224,FredN,M,1955,Manchester,KIT,little,398.861,398.891,L,T,463.8,1334.8,2845.6
225,FredN,M,1955,Manchester,FACE,they,399.711,399.751,DH,P,438.8,1299.8,2405.5
226,FredN,M,1955,Manchester,FOOT,football,400.121,400.201,F,T,439.4,910.1,2756.6
227,FredN,M,1955,Manchester,NORTH,football,400.281,400.32,B,L,544.5,950.7,2511.4
228,FredN,M,1955,Manchester,PALM,far,402.325,402.375,F,R,628.9,1221.8,2605.9
229,FredN,M,1955,Manchester,DRESS,where,402.616,402.645,W,R,516.2,1162.8,2148.8
230,FredN,M,1955,Manchester,GOAT,so,403.086,403.275,S,AH1,468.1,1188.3,2338.7
231,FredN,M,1955,Manchester,STRUT,uh,403.275,403.405,OW1,SP,493.3,1278.1,2513.8
232,FredN,M,1955,Manchester,FACE,place,404.336,404.366,L,S,498.1,1403.5,2332.8
233,FredN,M,1955,Manchester,NORTH,called,404.486,404.536,K,L,488.6,1084.3,2200.5
234,FredN,M,1955,Manchester,STRUT,douglas,404.665,404.725,D,G,428.2,1090.4,2366.9
235,FredN,M,1955,Manchester,DRESS,where,407.497,407.527,W,R,426.9,1120.4,2727.6
236,FredN,M,1955,Manchester,TRAP,family,407.707,407.737,F,M,589.9,1159,2269.9
237,FredN,M,1955,Manchester,STRUT,come,407.977,408.027,K,M,424.1,1001.2,2182.4
238,FredN,M,1955,Manchester,FLEECE,she,412.339,412.379,SH,W,363.4,1859.4,3738.9
239,FredN,M,1955,Manchester,KIT,did,415.379,415.449,D,D,391.7,1706.9,2485.6
240,FredN,M,1955,Manchester,DRESS,ten,416.118,416.189,T,N,511.5,1338.3,2449.3
241,FredN,M,1955,Manchester,NORTH,called,420.68,420.751,K,L,469.6,1242.6,2353.4
242,FredN,M,1955,Manchester,NORTH,florry,421.011,421.07,L,R,514.6,1033.8,2654.2
243,FredN,M,1955,Manchester,GOOSE,used,423.603,423.633,Y,Z,392.2,1526.6,2309.3
244,FredN,M,1955,Manchester,FACE,play,423.893,423.942,L,AW1,591,1371.7,2339.7
245,FredN,M,1955,Manchester,DRESS,ten,424.953,425.003,T,N,504.5,1304.7,3366.5
246,FredN,M,1955,Manchester,STRUT,come,425.873,425.903,K,M,384.2,1133,2351.3
247,FredN,M,1955,Manchester,FOOT,could,429.198,429.228,K,D,388,1189.3,2180.3
248,FredN,M,1955,Manchester,DRESS,when,429.548,429.578,W,N,510.1,1198.6,2345.1
249,FredN,M,1955,Manchester,PRICE,i,429.619,429.649,N,W,465.2,1178.6,2535.4
250,FredN,M,1955,Manchester,LOT,want,429.738,429.768,W,N,552.5,1116.6,2249.2
251,FredN,M,1955,Manchester,STRUT,wasn't,431.737,431.787,W,Z,461,1067.3,2228.6
252,FredN,M,1955,Manchester,KIT,didn't,432.338,432.387,D,D,388.1,1644.3,2425.7
253,FredN,M,1955,Manchester,PRICE,like,434.615,434.755,L,K,726.3,1327.4,2247.4
254,FredN,M,1955,Manchester,KIT,kids,435.766,435.805,K,D,321.5,1803,2935.9
255,FredN,M,1955,Manchester,GOOSE,used,435.925,435.986,Y,Z,317.6,1768.3,2232.7
256,FredN,M,1955,Manchester,DRESS,well,442.748,442.778,W,L,601.2,1269.4,2078
257,FredN,M,1955,Manchester,PALM,cars,443.357,443.507,K,R,627,1440.3,2383.2
258,FredN,M,1955,Manchester,KIT,thing,444.137,444.178,TH,NG,404.3,1910.7,4177.4
259,FredN,M,1955,Manchester,FLEECE,we,444.438,444.478,W,W,402.2,1692.8,4037.1
260,FredN,M,1955,Manchester,LOT,on,444.608,444.688,ER0,N,508.3,1127,2312.1
261,FredN,M,1955,Manchester,KIT,it,445.498,445.688,ER0,T,390.5,1950.6,4199.8
262,FredN,M,1955,Manchester,PRICE,by,446.917,447.088,B,TH,686.7,1261.3,2246.6
263,FredN,M,1955,Manchester,STRUT,one,451.851,451.901,W,N,491.5,883.6,2522.9
264,FredN,M,1955,Manchester,NURSE,girl,455.288,455.318,G,L,403.4,1505.8,2821.9
265,FredN,M,1955,Manchester,TRAP,and,457.578,457.677,SP,N,475.8,1254.7,2153.5
266,FredN,M,1955,Manchester,DRESS,then,457.768,457.837,DH,N,574.5,1403.4,2636.6
267,FredN,M,1955,Manchester,KIT,here,458.915,458.995,HH,R,431.9,1563.2,2424.4
268,FredN,M,1955,Manchester,KIT,little,459.495,459.525,L,T,475.2,1240.1,2596.9
269,FredN,M,1955,Manchester,PRICE,triangle,459.735,459.785,R,AE2,565.1,1207.2,2011.9
270,FredN,M,1955,Manchester,PRICE,my,462.148,462.228,M,M,726.9,1162.5,2073.9
271,FredN,M,1955,Manchester,FLEECE,we,462.528,462.559,W,AO1,427.6,1271.5,2153.7
272,FredN,M,1955,Manchester,NORTH,all,462.559,462.589,IY1,L,544.2,1195.5,2087.3
273,FredN,M,1955,Manchester,FACE,same,463.089,463.199,S,M,530.3,1557.8,2457.2
274,FredN,M,1955,Manchester,DRESS,then,467.508,467.548,DH,N,564.8,1403.1,2555.7
275,FredN,M,1955,Manchester,KIT,did,468.498,468.568,D,D,431.9,1815,3971.8
276,FredN,M,1955,Manchester,STRUT,the,469.369,469.409,DH,AH0,440.4,1416.5,2277.7
277,FredN,M,1955,Manchester,GOOSE,you,471.098,471.178,Y,W,392.6,1329.4,2067
278,FredN,M,1955,Manchester,DRESS,tech,475.34,475.411,T,K,578.1,1480.2,2186.6
279,FredN,M,1955,Manchester,PRICE,i,475.731,475.8,SP,W,875.7,1336,2053.7
280,FredN,M,1955,Manchester,DRESS,technical,476.221,476.281,T,K,580.9,1448.1,3295.4
281,FredN,M,1955,Manchester,DRESS,else,479.03,479.07,OW1,L,485.6,1282.3,2161
