target_id,speaker,sex,dob,city_born,lexset,word,start,end,pre_seg,fol_seg,F1,F2,F3
6219,LillyR,F,1907,Manchester,FOOT,your,3863.827,3863.867,Y,R,420.6,2006.1,2737
6220,LillyR,F,1907,Manchester,TRAP,baptist,3893.13,3893.25,B,P,748,1491.2,2459.2
6221,LillyR,F,1907,Manchester,KIT,baptist,3893.561,3893.63,T,S,492.3,2080.4,2960.6
6222,LillyR,F,1907,Manchester,KIT,nearly,3897.576,3897.676,N,R,499.1,2338.9,3291.9
6223,LillyR,F,1907,Manchester,KIT,it's,3901.738,3901.839,T,T,367.1,2372.3,3519.1
6224,LillyR,F,1907,Manchester,KIT,thing,3905,3905.03,TH,NG,479.2,2125.6,2831.5
6225,LillyR,F,1907,Manchester,NURSE,church,3905.82,3906.06,CH,CH,605.8,1784.5,2779.3
6226,LillyR,F,1907,Manchester,FOOT,pulling,3907.492,3907.582,P,L,457.7,1151.5,2285
6227,LillyR,F,1907,Manchester,GOAT,over,3908.531,3908.662,S,V,638.5,1553.4,2755.2
6228,LillyR,F,1907,Manchester,GOOSE,who,3927.065,3927.095,HH,G,463.5,1366,2693.1
6229,LillyR,F,1907,Manchester,PRICE,why,3932.421,3932.601,W,P,757,1407.9,2371.5
6230,LillyR,F,1907,Manchester,LOT,not,3933.132,3933.251,N,T,668.7,1394.9,2660.4
6231,LillyR,F,1907,Manchester,PRICE,i,3935.133,3935.193,SP,M,551.6,1512.8,2835.1
6232,LillyR,F,1907,Manchester,STRUT,uh,3938.215,3938.344,N,DH,647.6,1987.9,3492.6
6233,LillyR,F,1907,Manchester,LOT,on,3941.781,3941.89,Z,N,664,1559.1,2614.9
6234,LillyR,F,1907,Manchester,LOT,holiday,3942.111,3942.201,HH,L,775,1170.1,3088.6
6235,LillyR,F,1907,Manchester,TRAP,and,3943.173,3943.263,SP,N,485.7,1917,3178.1
6236,LillyR,F,1907,Manchester,DRESS,went,3943.512,3943.592,W,N,715.8,2032.4,3747.5
6237,LillyR,F,1907,Manchester,FOOT,you'd,3944.739,3944.789,Y,D,465.5,2277.6,2986.2
6238,LillyR,F,1907,Manchester,DRESS,expect,3945.288,3945.548,P,K,826.3,2001.7,2830.8
6239,LillyR,F,1907,Manchester,KIT,really,3947.336,3947.516,R,L,568.6,2003,2643.7
6240,LillyR,F,1907,Manchester,KIT,introduce,3951.267,3951.327,AH0,N,570.1,2075.6,2691.4
6241,LillyR,F,1907,Manchester,GOOSE,to,3952.107,3952.158,T,DH,592.5,1442.1,2487.8
6242,LillyR,F,1907,Manchester,DRESS,yes,3953.979,3954.089,Y,S,664.4,1902.7,2805.9
6243,LillyR,F,1907,Manchester,TRAP,that,3954.249,3954.32,DH,T,705.3,1652.8,2812.4
6244,LillyR,F,1907,Manchester,TRAP,that's,3954.55,3954.699,DH,T,737.4,1547.4,3021.6
6245,LillyR,F,1907,Manchester,KIT,sit,3958.446,3958.546,S,T,581.8,2046,2962.9
6246,LillyR,F,1907,Manchester,DRESS,there,3958.696,3958.876,DH,R,748.4,2230.6,4178.9
6247,LillyR,F,1907,Manchester,GOAT,go,3960.037,3960.167,G,AW1,509.8,1488.7,2825.5
6248,LillyR,F,1907,Manchester,NURSE,church,3960.637,3960.767,CH,CH,560.5,1801.4,2883.9
6249,LillyR,F,1907,Manchester,FACE,age,3971.917,3972.348,SP,JH,649.8,2075.3,2936.5
6250,LillyR,F,1907,Manchester,DRESS,then,3973.808,3973.838,DH,N,694.5,1604.3,2753.5
6251,LillyR,F,1907,Manchester,KIT,give,3975.93,3975.99,G,V,613.2,2236.7,2616.8
6252,LillyR,F,1907,Manchester,DRESS,them,3977.7,3977.75,DH,M,643.7,1585,2717.5
6253,LillyR,F,1907,Manchester,STRUT,the,3977.9,3977.939,DH,P,543.1,1401.3,2708.1
6254,LillyR,F,1907,Manchester,GOAT,no,3984.389,3984.708,N,SP,703.7,1878.2,2823.9
6255,LillyR,F,1907,Manchester,FLEECE,mean,3991.804,3991.834,M,N,628.2,1988.9,2875.3
6256,LillyR,F,1907,Manchester,STRUT,much,3996.591,3996.682,M,CH,448.4,1493,2796.2
6257,LillyR,F,1907,Manchester,MOUTH,about,3996.871,3997.071,B,T,691,1585.8,2932.7
6258,LillyR,F,1907,Manchester,KIT,religion,3997.312,3997.381,L,JH,482,1835.4,2835.6
6259,LillyR,F,1907,Manchester,NORTH,before,4007.934,4008.034,F,R,589.8,1354.5,2781.7
6260,LillyR,F,1907,Manchester,FACE,they,4008.134,4008.214,DH,SP,447.7,1842,2799
6261,LillyR,F,1907,Manchester,STRUT,uh,4009.184,4009.253,D,SP,427.6,1298.4,2526.1
6262,LillyR,F,1907,Manchester,FACE,they've,4009.812,4009.842,DH,V,358.9,2411.7,4439
6263,LillyR,F,1907,Manchester,DRESS,married,4010.232,4010.352,M,R,765.5,1625.2,2438.3
6264,LillyR,F,1907,Manchester,KIT,into,4012.082,4012.152,SP,N,360.3,2104,2743
6265,LillyR,F,1907,Manchester,DRESS,their,4012.481,4012.651,DH,R,479.8,1544.7,2454.8
6266,LillyR,F,1907,Manchester,FACE,they,4013.953,4014.072,DH,SP,413,1983.4,2869.2
6267,LillyR,F,1907,Manchester,GOAT,don't,4014.272,4014.302,D,N,905.1,1341.2,2627.4
6268,LillyR,F,1907,Manchester,KIT,it,4031.784,4031.935,SP,T,551.9,2223,2914.7
6269,LillyR,F,1907,Manchester,STRUT,youngest,4035.185,4035.315,Y,NG,612.6,1728.9,2750.1
6270,LillyR,F,1907,Manchester,NORTH,daughter,4035.694,4035.935,D,T,655,1375,2784.7
6271,LillyR,F,1907,Manchester,DRESS,get,4039.105,4039.205,G,T,657.2,2233.4,3545.9
6272,LillyR,F,1907,Manchester,LOT,on,4039.345,4039.385,T,N,675.9,1547.7,2707.1
6273,LillyR,F,1907,Manchester,LOT,o'clock,4042.714,4042.754,L,K,682.4,1478,2682.1
6274,LillyR,F,1907,Manchester,LOT,o'clock,4044.204,4044.274,L,K,768.4,1370.1,3387.8
6275,LillyR,F,1907,Manchester,DRESS,het,4046.038,4046.118,HH,T,742.8,1654.1,2176.9
6276,LillyR,F,1907,Manchester,STRUT,up,4046.678,4046.818,SP,P,698.5,1284.3,3022.4
6277,LillyR,F,1907,Manchester,NURSE,turned,4051.517,4051.627,T,N,736.2,1833.1,3258.5
6278,LillyR,F,1907,Manchester,FLEECE,she,4057.053,4057.094,SH,D,455.9,2613.2,3503.4
6279,LillyR,F,1907,Manchester,DRESS,yes,4058.047,4058.277,Y,S,486,2412.9,3342.1
6280,LillyR,F,1907,Manchester,DRESS,well,4058.426,4058.507,W,L,679.5,1565,2987.9
6281,LillyR,F,1907,Manchester,FLEECE,she's,4058.826,4058.877,SH,Z,309,2662.2,4315.9
6282,LillyR,F,1907,Manchester,TRAP,chance,4059.616,4059.706,CH,N,699.6,1728.5,3334.1
6283,LillyR,F,1907,Manchester,FLEECE,see,4060.107,4060.337,S,B,402.6,2329.8,3000.9
6284,LillyR,F,1907,Manchester,STRUT,but,4060.377,4060.637,B,T,593.8,1398.4,3182.4
6285,LillyR,F,1907,Manchester,DRESS,said,4061.608,4061.737,S,D,674.8,1779.4,2983.8
6286,LillyR,F,1907,Manchester,GOAT,oh,4091.718,4091.898,SP,AY1,821,1370.5,2898.5
6287,LillyR,F,1907,Manchester,FLEECE,she's,4093.322,4093.353,SH,Z,418.6,1542.2,2837.8
6288,LillyR,F,1907,Manchester,TRAP,chance,4105.615,4105.724,CH,N,645,1758.1,2537.2
6289,LillyR,F,1907,Manchester,GOAT,know,4107.162,4107.393,N,DH,589.4,1698.8,2004.2
6290,LillyR,F,1907,Manchester,STRUT,the,4107.552,4107.872,DH,SP,566.1,1741.9,2947.6
6291,LillyR,F,1907,Manchester,KIT,really,4108.831,4109.04,R,L,520.9,2027,2889.3
6292,LillyR,F,1907,Manchester,STRUT,fundament-,4109.42,4109.481,F,N,568.2,1231.7,2943.3
6293,LillyR,F,1907,Manchester,STRUT,the,4112.016,4112.066,DH,M,571.3,1717.3,2874.1
6294,LillyR,F,1907,Manchester,DRESS,well,4115.894,4115.974,W,L,740.6,1524,3082.6
6295,LillyR,F,1907,Manchester,FACE,they,4116.353,4116.443,DH,K,515.2,2160.1,2865.9
6296,LillyR,F,1907,Manchester,STRUT,puzzle,4117.584,4117.693,P,Z,566.6,1241.5,2832.1
6297,LillyR,F,1907,Manchester,DRESS,they're,4118.964,4119.003,DH,R,417.4,1971.2,2968
6298,LillyR,F,1907,Manchester,LOT,on,4119.443,4119.683,NG,N,423.4,1163,2021.6
6299,LillyR,F,1907,Manchester,MOUTH,about,4123.508,4123.939,B,T,727.5,1453.7,3191.1
6300,LillyR,F,1907,Manchester,KIT,fifteen,4125.833,4125.893,F,F,476.1,1828.7,2991.7
6301,LillyR,F,1907,Manchester,FLEECE,fifteen,4126.194,4126.373,T,N,418.2,2325.6,3072.8
6302,LillyR,F,1907,Manchester,PRICE,i,4127.431,4127.491,SP,M,711.6,1620.4,3060.7
6303,LillyR,F,1907,Manchester,PRICE,either,4127.95,4128.12,EY1,DH,748.1,1713.7,3242.8
6304,LillyR,F,1907,Manchester,PRICE,either,4129.362,4129.502,EY1,DH,771.4,1588.5,2168.6
6305,LillyR,F,1907,Manchester,FACE,they,4130.441,4130.532,DH,D,505.8,1844.7,2881.9
6306,LillyR,F,1907,Manchester,TRAP,that's,4132.509,4132.619,DH,T,823.3,1559.4,2673.6
6307,LillyR,F,1907,Manchester,TRAP,at,4144.574,4144.694,IY1,T,508.6,2535.2,4222.8
6308,LillyR,F,1907,Manchester,STRUT,what,4148.663,4148.773,W,T,675.3,1239.9,2634.1
6309,LillyR,F,1907,Manchester,PALM,start,4152.826,4153.026,T,R,838,1633.1,2794.3
6310,LillyR,F,1907,Manchester,STRUT,uh,4155.186,4155.386,SP,SP,663.2,1709,2807.2
6311,LillyR,F,1907,Manchester,STRUT,one,4162.278,4162.377,W,N,704.5,1172.8,2579.4
6312,LillyR,F,1907,Manchester,NURSE,girls,4175.727,4175.916,G,L,510.7,1704,2844.2
6313,LillyR,F,1907,Manchester,PRICE,fight,4176.526,4176.787,F,T,900.4,1507.6,2699.9
6314,LillyR,F,1907,Manchester,STRUT,but,4176.877,4176.917,B,T,517,1577,2893.3
6315,LillyR,F,1907,Manchester,PRICE,i,4177.087,4177.117,T,N,731.7,1635.5,2750.4
6316,LillyR,F,1907,Manchester,PRICE,i,4177.507,4177.567,SP,N,812.1,1644.8,3102.7
6317,LillyR,F,1907,Manchester,NORTH,fought,4178.077,4178.257,F,T,574.2,1065.3,2988.6
6318,LillyR,F,1907,Manchester,PRICE,i,4178.898,4178.928,SP,W,951.2,2202.5,3094
6319,LillyR,F,1907,Manchester,GOOSE,too,4179.137,4179.187,T,M,408.7,1574,2744.3
6320,LillyR,F,1907,Manchester,STRUT,much,4179.317,4179.387,M,CH,344.8,1473.9,2768.1
6321,LillyR,F,1907,Manchester,MOUTH,coward,4179.778,4179.987,K,ER0,833.1,1551.9,2720.2
6322,LillyR,F,1907,Manchester,PRICE,i,4181.967,4182.067,SP,Y,436.1,1302.2,2301.4
6323,LillyR,F,1907,Manchester,DRESS,yes,4189.839,4190.089,Y,S,456.4,1916.5,2905.9
6324,LillyR,F,1907,Manchester,PRICE,i,4190.208,4190.238,S,SP,902,1687.5,2972.8
6325,LillyR,F,1907,Manchester,TRAP,had,4190.318,4190.478,HH,D,703.3,1782.8,2901.9
6326,LillyR,F,1907,Manchester,FLEECE,three,4192.009,4192.208,R,SP,505.3,1818.5,2865.5
6327,LillyR,F,1907,Manchester,TRAP,bad,4199.072,4199.191,B,D,767.8,1585.7,2718
6328,LillyR,F,1907,Manchester,STRUT,the,4200.492,4200.521,DH,HH,529.4,1493.5,3055.4
6329,LillyR,F,1907,Manchester,NORTH,scalding,4203.19,4203.34,K,L,650.9,1415.6,2903.4
6330,LillyR,F,1907,Manchester,FOOT,wouldn't,4204.151,4204.181,W,D,387,1251.9,2484.5
6331,LillyR,F,1907,Manchester,LOT,not,4210.861,4210.93,N,T,701.1,1307.3,3082.8
6332,LillyR,F,1907,Manchester,DRESS,never,4215.3,4215.59,N,V,512.8,1694.4,2931.9
6333,LillyR,F,1907,Manchester,STRUT,was,4228.077,4228.126,W,Z,567.5,1469,2767.8
6334,LillyR,F,1907,Manchester,DRESS,again,4228.727,4228.836,G,N,648.8,2419,4343.9
6335,LillyR,F,1907,Manchester,LOT,was,4229.016,4229.177,W,Z,667.4,1501.8,3040.3
6336,LillyR,F,1907,Manchester,KIT,six,4229.697,4229.747,S,K,457.6,1859.6,2912.2
6337,LillyR,F,1907,Manchester,STRUT,up,4232.342,4232.462,L,P,582.7,1276.4,2982
6338,LillyR,F,1907,Manchester,DRESS,cellar,4232.701,4232.741,S,L,666.3,1475,2906.3
6339,LillyR,F,1907,Manchester,NORTH,always,4234.342,4234.372,IY1,L,598.3,1732.8,2883.9
6340,LillyR,F,1907,Manchester,LOT,fall,4234.732,4234.952,F,L,697.6,1219.2,2954
6341,LillyR,F,1907,Manchester,STRUT,up,4235.032,4235.162,L,P,519.7,1134.1,2864
6342,LillyR,F,1907,Manchester,GOAT,oh,4242.452,4242.622,SP,IH1,677.9,1226.2,3086.2
6343,LillyR,F,1907,Manchester,STRUT,love,4243.391,4243.431,L,V,637.5,1371.5,2878.2
6344,LillyR,F,1907,Manchester,STRUT,funny,4249.961,4250.19,F,N,705.4,1462.7,2823.4
6345,LillyR,F,1907,Manchester,GOOSE,you,4256.732,4256.763,Y,S,361.7,2482.6,3021.7
6346,LillyR,F,1907,Manchester,DRESS,cellar,4257.553,4257.593,S,L,658.5,1548.5,2812
6347,LillyR,F,1907,Manchester,GOOSE,do,4260.646,4260.807,D,SP,308.5,2238.7,3873.2
6348,LillyR,F,1907,Manchester,TRAP,bad,4264.97,4265.23,B,D,547,1421.5,2772.1
6349,LillyR,F,1907,Manchester,GOAT,oh,4278.269,4278.549,SP,AH0,411.1,1205.9,2728.3
6350,LillyR,F,1907,Manchester,STRUT,was,4279.079,4279.168,W,Z,504.3,1525.8,2629.4
6351,LillyR,F,1907,Manchester,FACE,painful,4280.838,4281.048,P,N,695.9,2163.6,2842.1
6352,LillyR,F,1907,Manchester,KIT,thing,4281.387,4281.487,TH,NG,562.8,1820.7,2597.9
6353,LillyR,F,1907,Manchester,PRICE,i,4284.168,4284.288,N,W,841.4,1335.9,2889.4
6354,LillyR,F,1907,Manchester,FACE,they,4286.088,4286.118,DH,HH,540.5,1929,2801.1
6355,LillyR,F,1907,Manchester,TRAP,had,4286.188,4286.287,HH,D,697.8,1786.9,2725.5
6356,LillyR,F,1907,Manchester,STRUT,the,4286.657,4286.748,DH,AA2,566.6,1901.8,2868.8
6357,LillyR,F,1907,Manchester,FACE,operation,4286.967,4287.137,ER0,SH,622.9,1882.4,2911.2
6358,LillyR,F,1907,Manchester,STRUT,of,4291.575,4291.866,SP,V,613.5,1980.4,3968.6
6359,LillyR,F,1907,Manchester,STRUT,but,4296.491,4296.541,B,T,452.1,1227,2937.9
6360,LillyR,F,1907,Manchester,STRUT,some,4306.597,4306.667,S,M,581.1,1646.6,2870
6361,LillyR,F,1907,Manchester,LOT,not,4307.526,4307.626,N,T,863.3,1495,3113.8
6362,LillyR,F,1907,Manchester,PRICE,i,4308.846,4308.935,SP,K,874.1,1586.9,2629.3
6363,LillyR,F,1907,Manchester,STRUT,but,4311.399,4311.429,B,T,907.5,1669.2,2736.5
6364,LillyR,F,1907,Manchester,PRICE,i,4311.458,4311.488,T,K,494.7,1632.2,2765
6365,LillyR,F,1907,Manchester,FOOT,couldn't,4311.519,4311.549,K,D,258.3,824,2248.3
6366,LillyR,F,1907,Manchester,TRAP,stand,4311.749,4311.829,T,N,686.2,1624,3062.8
6367,LillyR,F,1907,Manchester,FACE,today,4327.965,4328.195,D,B,761.6,1736.6,2584.1
6368,LillyR,F,1907,Manchester,LOT,on,4329.556,4329.596,ER0,N,642.8,1515.8,2474.5
6369,LillyR,F,1907,Manchester,PRICE,i,4331.72,4331.94,OW1,D,745,1398.3,2866.8
6370,LillyR,F,1907,Manchester,GOAT,don't,4332,4332.06,D,N,751,1907.9,3217.8
6371,LillyR,F,1907,Manchester,LOT,cod,4339.961,4340.041,K,D,820,1421.1,3170.5
6372,LillyR,F,1907,Manchester,KIT,emulsion,4342.216,4342.327,SP,M,421.5,2491,3679.3
6373,LillyR,F,1907,Manchester,STRUT,emulsion,4342.437,4342.467,M,L,593.7,1088.5,2867.5
6374,LillyR,F,1907,Manchester,TRAP,yeah,4350.814,4350.884,Y,HH,590.7,2229.9,2829.3
6375,LillyR,F,1907,Manchester,LOT,got,4351.625,4351.744,G,T,662.8,1639.6,2744.7
6376,LillyR,F,1907,Manchester,GOOSE,used,4364.535,4364.585,Y,Z,504,2189.7,3662.8
6377,LillyR,F,1907,Manchester,FACE,a,4365.065,4365.575,T,SP,521.5,1824.1,2705.1
6378,LillyR,F,1907,Manchester,PRICE,white,4369.292,4369.542,W,T,788.9,1454.6,2440.9
6379,LillyR,F,1907,Manchester,GOAT,oh,4381.736,4381.936,SP,K,645.3,1361.6,2965.1
6380,LillyR,F,1907,Manchester,GOOSE,used,4382.706,4382.765,Y,Z,465,1817.7,2761.2
6381,LillyR,F,1907,Manchester,KIT,really,4387.142,4387.272,R,L,488.4,2078.7,2766.7
6382,LillyR,F,1907,Manchester,FLEECE,leaves,4391.138,4391.278,L,V,389.8,2352.2,2773.7
6383,LillyR,F,1907,Manchester,NORTH,more,4391.539,4391.689,M,R,646.2,1305.5,2905.2
6384,LillyR,F,1907,Manchester,FACE,they,4394.53,4394.56,DH,K,359.8,1894.4,2837.7
6385,LillyR,F,1907,Manchester,LOT,chenopods,4401.104,4401.274,P,D,732.9,1293.2,2675.7
6386,LillyR,F,1907,Manchester,FOOT,couldn't,4410.877,4410.907,K,D,317.1,1207.5,2634.4
6387,LillyR,F,1907,Manchester,TRAP,had,4425.446,4425.526,HH,D,739.2,1682.4,2666.1
6388,LillyR,F,1907,Manchester,DRESS,every,4431.183,4431.273,SP,V,564.3,1878.6,3179.7
6389,LillyR,F,1907,Manchester,FACE,day,4431.594,4432.054,D,SP,709.2,1866.5,2978.2
6390,LillyR,F,1907,Manchester,KIT,pigs,4444.631,4444.662,P,G,406.4,2234.3,2898.6
6391,LillyR,F,1907,Manchester,TRAP,and,4447.546,4447.687,SP,N,777.4,1706,2796.6
6392,LillyR,F,1907,Manchester,DRESS,left,4449.587,4449.657,L,F,734.8,1593.3,2528.3
6393,LillyR,F,1907,Manchester,KIT,when,4451.974,4452.005,W,N,356.6,1567.9,2767
6394,LillyR,F,1907,Manchester,PRICE,i,4452.154,4452.374,N,W,801,1383.4,2751.9
6395,LillyR,F,1907,Manchester,KIT,fish,4454.821,4454.9,F,SH,610.9,2629.2,NA
6396,LillyR,F,1907,Manchester,GOAT,no,4458.837,4459.137,N,SP,693.4,1494.8,3896.2
6397,LillyR,F,1907,Manchester,FACE,they,4465.185,4465.225,DH,S,441.9,1811.7,2911.3
6398,LillyR,F,1907,Manchester,PRICE,i'd,4465.454,4465.535,D,D,489.4,1745.7,2925.1
6399,LillyR,F,1907,Manchester,DRESS,never,4465.644,4465.694,N,V,646,1727.3,3066.3
6400,LillyR,F,1907,Manchester,STRUT,mother,4472.784,4472.884,M,DH,683.7,1402.3,3015.3
6401,LillyR,F,1907,Manchester,GOOSE,you,4487.046,4487.076,Y,K,385.5,2593,3366
6402,LillyR,F,1907,Manchester,TRAP,have,4487.387,4487.416,HH,V,472.5,1372.2,2723.8
6403,LillyR,F,1907,Manchester,KIT,wished,4487.506,4487.546,W,SH,510.3,1670.5,2652.3
6404,LillyR,F,1907,Manchester,KIT,didn't,4491.6,4491.649,D,D,431.4,1791.6,2735.6
6405,LillyR,F,1907,Manchester,MOUTH,how,4492.059,4492.179,HH,M,810.3,1555.6,2925.7
6406,LillyR,F,1907,Manchester,DRESS,many,4492.23,4492.289,M,N,605.6,1634.3,2859.1
6407,LillyR,F,1907,Manchester,MOUTH,hours,4492.419,4492.629,IY0,R,765.3,1819.5,2695.5
6408,LillyR,F,1907,Manchester,DRESS,yes,4508.536,4508.776,Y,S,369.9,2506.6,3075.8
6409,LillyR,F,1907,Manchester,KIT,think,4509.076,4509.136,TH,NG,393.3,2200,2778
6410,LillyR,F,1907,Manchester,GOAT,so,4509.406,4509.506,S,SP,672.8,1599.7,3047.8
6411,LillyR,F,1907,Manchester,GOAT,no,4522.661,4524,N,SP,732.8,1468.6,2990.7
6412,LillyR,F,1907,Manchester,GOAT,so,4550.152,4550.292,S,D,790.8,2021.9,3456
6413,LillyR,F,1907,Manchester,TRAP,after,4559.659,4559.769,SP,F,878.4,1992.4,3531.3
6414,LillyR,F,1907,Manchester,NURSE,first,4560.208,4560.358,F,S,442.7,1662.7,2824.6
6415,LillyR,F,1907,Manchester,PRICE,night,4569.693,4569.803,N,T,750.4,1619.9,3120.3
6416,LillyR,F,1907,Manchester,FACE,day,4570.584,4570.703,D,SP,547.6,1914.2,2861.6
6417,LillyR,F,1907,Manchester,FACE,take,4573.84,4573.989,T,K,599.4,1857.2,2662
6418,LillyR,F,1907,Manchester,LOT,doctors,4574.539,4574.749,D,K,738.9,1528.7,3443.3
6419,LillyR,F,1907,Manchester,LOT,doctors,4577.224,4577.383,D,K,695.4,1536.1,2620.5
6420,LillyR,F,1907,Manchester,FOOT,put,4579.484,4579.574,P,T,597.1,1341.7,2711.5
6421,LillyR,F,1907,Manchester,KIT,him,4579.683,4579.733,T,M,397.9,2329.4,3268.1
6422,LillyR,F,1907,Manchester,LOT,cot,4580.283,4580.463,K,T,729.1,1417.6,3333.2
6423,LillyR,F,1907,Manchester,KIT,him,4583.093,4583.123,T,M,449.1,2477.4,3619.1
6424,LillyR,F,1907,Manchester,DRESS,said,4585.898,4585.977,S,D,444.9,1902.5,2838.7
6425,LillyR,F,1907,Manchester,FLEECE,he,4589.991,4590.051,HH,S,422.1,2272.3,2917.7
6426,LillyR,F,1907,Manchester,NORTH,wrong,4593.229,4593.419,R,NG,522.9,978.8,2408.5
6427,LillyR,F,1907,Manchester,STRUT,was,4596.837,4596.976,W,Z,568.8,1223.1,2794.5
6428,LillyR,F,1907,Manchester,STRUT,come,4598.497,4598.526,K,M,432.5,1198.9,2774
6429,LillyR,F,1907,Manchester,PRICE,crying,4600.673,4600.803,R,IH0,900.9,1721.2,3116.8
6430,LillyR,F,1907,Manchester,STRUT,the,4602.542,4602.772,DH,B,506.5,1710.9,3077
6431,LillyR,F,1907,Manchester,FACE,baby,4602.851,4603.061,B,B,690.3,1844,2770.7
6432,LillyR,F,1907,Manchester,PALM,father,4606.613,4606.763,F,DH,745.8,1573.3,2695.9
6433,LillyR,F,1907,Manchester,STRUT,up,4607.483,4607.582,OW1,P,486.7,1117.4,2774.3
6434,LillyR,F,1907,Manchester,STRUT,one,4616.732,4616.792,W,N,647.6,1333.6,2346.2
6435,LillyR,F,1907,Manchester,NURSE,worst,4617.152,4617.301,W,S,577.8,1630.7,2508.5
6436,LillyR,F,1907,Manchester,STRUT,but,4621.512,4621.582,B,T,548.6,1384.8,2534.8
6437,LillyR,F,1907,Manchester,PRICE,like,4626.125,4626.254,L,K,939.1,1602.8,3234.1
6438,LillyR,F,1907,Manchester,STRUT,because,4628.74,4628.831,K,Z,631.3,1726.7,2748.7
6439,LillyR,F,1907,Manchester,TRAP,after,4639.899,4639.989,Z,F,673.2,1613,3332.8
6440,LillyR,F,1907,Manchester,MOUTH,now,4651.399,4651.429,N,SP,876.2,2113.5,3774.1
6441,LillyR,F,1907,Manchester,TRAP,at,4681.863,4681.913,L,T,666.7,1295.3,2965.5
6442,LillyR,F,1907,Manchester,LOT,o'clock,4685.585,4685.765,L,K,743.4,1332.6,2988.8
6443,LillyR,F,1907,Manchester,GOOSE,do,4689.621,4690.151,D,SP,413.4,1723.6,2607.5
6444,LillyR,F,1907,Manchester,TRAP,at,4693.206,4693.297,ER0,T,561.4,1747.3,2753.3
6445,LillyR,F,1907,Manchester,NURSE,girl,4694.592,4694.622,G,L,504.6,1666.1,2873.7
6446,LillyR,F,1907,Manchester,STRUT,comes,4694.852,4694.882,K,M,820.6,1298.6,2794.5
6447,LillyR,F,1907,Manchester,DRESS,well,4698.109,4698.15,W,L,606,1570.2,3432
6448,LillyR,F,1907,Manchester,PRICE,five,4700.69,4700.82,F,V,884.6,1608.5,2659
6449,LillyR,F,1907,Manchester,NORTH,all,4737.341,4737.571,SP,L,816.8,1359.2,3068
6450,LillyR,F,1907,Manchester,KIT,is,4738.2,4738.311,T,Z,517.2,1864.7,2508.4
6451,LillyR,F,1907,Manchester,MOUTH,about,4740.384,4740.633,B,T,767.4,1523,2845.6
6452,LillyR,F,1907,Manchester,TRAP,half,4741.393,4741.482,HH,F,873.2,1593.8,3524.4
6453,LillyR,F,1907,Manchester,KIT,in,4742.613,4742.672,ER0,N,451.9,1698.7,2994.6
6454,LillyR,F,1907,Manchester,KIT,pinch,4753.132,4753.182,P,N,467.5,2024.5,3055.5
6455,LillyR,F,1907,Manchester,NURSE,stir,4755.521,4755.791,T,AH0,507.9,1787,2963.8
6456,LillyR,F,1907,Manchester,FOOT,your,4757.577,4757.607,Y,R,283,2161.3,3038.5
6457,LillyR,F,1907,Manchester,FACE,gravy,4757.747,4757.938,R,V,602,1939.8,2865.3
6458,LillyR,F,1907,Manchester,KIT,minutes,4764.993,4765.022,M,N,394.7,1785.1,3010.6
6459,LillyR,F,1907,Manchester,DRESS,get,4770.276,4770.595,G,T,563.4,1649.8,2527.2
6460,LillyR,F,1907,Manchester,STRUT,because,4773.558,4773.669,K,Z,631.4,1702.6,2605.4
6461,LillyR,F,1907,Manchester,KIT,it's,4793.463,4793.513,L,T,549.7,1799.6,2856.8
6462,LillyR,F,1907,Manchester,FOOT,your,4794.573,4794.603,Y,R,419.9,2133.9,3160.1
6463,LillyR,F,1907,Manchester,GOOSE,do,4801.761,4801.811,D,IH1,468.4,1580.4,2549.3
6464,LillyR,F,1907,Manchester,KIT,it,4801.811,4801.942,UW1,T,526.6,1775.2,2343
6465,LillyR,F,1907,Manchester,FOOT,your,4802.121,4802.172,Y,R,363.7,2187.9,3070.9
6466,LillyR,F,1907,Manchester,FOOT,put,4814.259,4814.299,P,T,479.1,1549.2,2522.9
6467,LillyR,F,1907,Manchester,FLEECE,piece,4814.469,4814.589,P,S,441.3,2495.2,3901.5
6468,LillyR,F,1907,Manchester,LOT,top,4817.277,4817.507,T,P,710.4,1361.3,2762.9
6469,LillyR,F,1907,Manchester,FOOT,your,4821.678,4821.708,Y,R,387.7,1747.9,2640.7
6470,LillyR,F,1907,Manchester,NORTH,corners,4824.447,4824.567,K,R,725.7,1406.9,2656
6471,LillyR,F,1907,Manchester,GOOSE,into,4825.537,4825.728,T,AH0,380.4,1667.9,3073.5
6472,LillyR,F,1907,Manchester,FLEECE,leave,4830.842,4830.922,L,V,494.6,2109.8,2898.3
6473,LillyR,F,1907,Manchester,KIT,simmering,4832.191,4832.221,S,M,472.6,1630.9,2468.8
6474,LillyR,F,1907,Manchester,MOUTH,hours,4836.472,4836.722,IY1,R,691,1796.3,2781.7
6475,LillyR,F,1907,Manchester,STRUT,one,4837.583,4837.643,W,N,586.8,1124.3,3366.2
6476,LillyR,F,1907,Manchester,FOOT,you're,4842.534,4842.584,Y,R,360.8,1639.5,2931.9
6477,LillyR,F,1907,Manchester,DRESS,yes,4847.132,4847.262,Y,S,411.2,2318.1,3142.4
6478,LillyR,F,1907,Manchester,FOOT,put,4847.562,4847.631,P,T,527.6,1313.1,2744.1
6479,LillyR,F,1907,Manchester,NORTH,more,4848.041,4848.112,M,R,713.5,1193.7,3120.6
